"","bicor_test","cor_test","MAE_test","maxBiCor_Cor"
"cg00023292",0.927718916413386,0.924204138763428,0.00182933227916476,0.927718916413386
"cg00024300",0.952559591262646,0.955511170041791,0.0043075121504923,0.955511170041791
"cg00027030",-0.0277655962239553,0.0601242396985545,0.00219982203841401,0.0601242396985545
"cg00027863",0.744911809843933,0.863785855054678,0.00559934081339181,0.863785855054678
"cg00027948",0.964167463617169,0.967704879646553,0.00245950053429606,0.967704879646553
"cg00029553",0.908626054452506,0.894911001795617,0.0106317871733558,0.908626054452506
"cg00029755",0.812931029306717,0.844770960784332,0.00236248675338774,0.844770960784332
"cg00031262",0.877997499808105,0.930731973259424,0.00387611265717452,0.930731973259424
"cg00031896",0.939710039378211,0.955563194086609,0.00727723333557777,0.955563194086609
"cg00032045",0.805826069710031,0.941966584349373,0.00152068641788289,0.941966584349373
"cg00032807",0.999896252393827,0.999886423482693,0.0022172233607112,0.999896252393827
"cg00032872",0.735474588256356,0.792258159106704,0.0140501653748903,0.792258159106704
"cg00035308",0.904333811318853,0.913124053332595,0.0014847428012626,0.913124053332595
"cg00036621",0.970324029960421,0.976791621710463,0.00413707200000435,0.976791621710463
"cg00036705",0.581138276422799,0.662828500367735,0.00136094549558791,0.662828500367735
"cg00036709",0.992487506621753,0.995439103255464,0.00219802630358991,0.995439103255464
"cg00036788",0.948862095247251,0.935008318937907,0.00648018826461415,0.948862095247251
"cg00037013",0.951575300102505,0.979808813293886,0.00766867761901099,0.979808813293886
"cg00037518",0.992856455049176,0.994786861249456,0.00105810791930949,0.994786861249456
"cg00037619",0.695400012556946,0.753974138256237,0.0111898564763063,0.753974138256237
"cg00037952",0.859011220325437,0.859097066629851,0.00186412536402802,0.859097066629851
"cg00038038",0.518590384769394,0.48196523918985,0.0571117414318111,0.518590384769394
"cg00038306",0.999257646328658,0.999316222104598,0.000177236902002942,0.999316222104598
"cg00038376",0.986563976511045,0.98721510770231,0.000956721624455703,0.98721510770231
"cg00038849",0.133455454906454,0.484898387390401,0.0427599633004237,0.484898387390401
"cg00038872",0.977336375467356,0.982084156026331,0.00213551404646956,0.982084156026331
"cg00038955",0.852302599372071,0.83108844882369,0.000705252722297101,0.852302599372071
"cg00039469",0.926937512810189,0.938150196676835,0.00135760365531989,0.938150196676835
"cg00039845",0.934350595412914,0.930223377305176,0.00314932906579679,0.934350595412914
"cg00042664",0.9090459784931,0.909245533317975,0.000917285923240752,0.909245533317975
"cg00044472",0.897758304253791,0.912605853839285,0.00913751241811521,0.912605853839285
"cg00045146",0,0,0.00945372172422648,0
"cg00045149",0.9624136159534,0.991213943191857,0.00115655514474495,0.991213943191857
"cg00046033",0.851270415923219,0.894060543931348,0.00947460117686549,0.894060543931348
"cg00046073",0.978311888909683,0.983105001868046,0.0115490705042827,0.983105001868046
"cg00046146",0.999303342905179,0.999389962332064,0.000753285713347707,0.999389962332064
"cg00046614",0.891645492160995,0.885645179867656,0.00337539027870531,0.891645492160995
"cg00046850",0.693069563005626,0.672744040838904,0.00105640070236974,0.693069563005626
"cg00049527",0.934590832698356,0.93225482686699,0.00412969812498909,0.934590832698356
"cg00049667",0.839896533908744,0.828510387587344,0.0179411885545131,0.839896533908744
"cg00049718",0.885557662124134,0.908044777183794,0.000715626655709125,0.908044777183794
"cg00050268",0.915300471457617,0.931759960436705,0.00204725893726576,0.931759960436705
"cg00051709",0.710764447684561,0.77477725258337,0.00359717363457579,0.77477725258337
"cg00051782",0.915437071268496,0.90740916444503,0.00211654543230335,0.915437071268496
"cg00054169",0.995068196441823,0.994310856461618,0.00347388764117229,0.995068196441823
"cg00054831",0.344717975818139,0.964894916285126,0.00325324752897105,0.964894916285126
"cg00055211",0.997353906241668,0.999718298782563,0.00020484881469135,0.999718298782563
"cg00055619",0.406143683575241,0.873629776914082,0.00455922675279542,0.873629776914082
"cg00056413",0.738217420016843,0.76904712074272,0.00260137777121345,0.76904712074272
"cg00056578",0.96078206571064,0.989557441351798,0.00429947763856058,0.989557441351798
"cg00056596",NA,NA,0.0409688173507408,NA
"cg00057767",0.886176020563717,0.94102919139134,0.00454839096870996,0.94102919139134
"cg00058449",0.851343946406887,0.883831472028548,0.0154815209549165,0.883831472028548
"cg00059117",0.982001941901114,0.982356405716843,0.00323363497407636,0.982356405716843
"cg00059486",0.864875108699286,0.859325657346171,0.0152814839757597,0.864875108699286
"cg00059897",0.984220228156246,0.987289867066537,0.00141671032982738,0.987289867066537
"cg00060304",0,0,0.00257110246393099,0
"cg00060633",0.999687977036757,0.999726569357652,0.000159668226182685,0.999726569357652
"cg00060978",0.970223437968673,0.999150967761467,0.00157918685688646,0.999150967761467
"cg00061093",0.627949821028533,0.746859856598616,0.0058616883259323,0.746859856598616
"cg00061684",0.730832915829203,0.800330340203724,0.00251113201060821,0.800330340203724
"cg00065957",0.883236931520988,0.90793562349362,0.00333146594712685,0.90793562349362
"cg00065997",0.967664048192122,0.970623672678999,0.0135584643354842,0.970623672678999
"cg00066554",0.382274624127272,0.432243470553408,0.00649887483737943,0.432243470553408
"cg00067370",0.928974502235839,0.938060225188583,0.00248721479223402,0.938060225188583
"cg00067520",0.9995955069294,0.999703522440418,0.000205354255884249,0.999703522440418
"cg00067701",0.975852897447611,0.978007895190873,0.00201964024800039,0.978007895190873
"cg00067884",0.907930590855754,0.921771768132921,0.00163115545707199,0.921771768132921
"cg00068326",0.869874218257722,0.924510445393215,0.00162316157242731,0.924510445393215
"cg00068760",0.509098553303417,0.430540052615107,0.00246690102132056,0.509098553303417
"cg00069876",NA,NA,0.0435640467592903,NA
"cg00071267",0.842873114002326,0.924579456964296,0.0218711935259104,0.924579456964296
"cg00071297",0.951725662489762,0.960683877301457,0.00649165529053264,0.960683877301457
"cg00072253",0.749501895576383,0.979685838229955,0.0113244662908487,0.979685838229955
"cg00072466",0.836119683009482,0.847946463513095,0.00102883430060552,0.847946463513095
"cg00072485",0.986003680675982,0.986027883557172,0.00124719019692045,0.986027883557172
"cg00073460",0.988542490959641,0.987957975800735,0.0103332043521944,0.988542490959641
"cg00073543",0.990715514977016,0.992083492830241,0.00323570352740303,0.992083492830241
"cg00075117",0.984819970244084,0.987706406805463,0.00304740249221436,0.987706406805463
"cg00075753",NA,NA,0.00364136718610456,NA
"cg00075967",0.877636189993631,0.967209441862056,0.00985930779105176,0.967209441862056
"cg00077617",0.471062944056279,0.996292416546465,0.000559677485090948,0.996292416546465
"cg00077667",0.878014363020982,0.927526684171017,0.00293463380448983,0.927526684171017
"cg00078463",NA,NA,0.00865485415915745,NA
"cg00079056",0.887478477773128,0.960189011351943,0.00595708542242573,0.960189011351943
"cg00079224",0.805922026800015,0.874381179953243,0.00195192801180272,0.874381179953243
"cg00080164",0.905622259889096,0.937874635536122,0.00223700157128809,0.937874635536122
"cg00080475",0.933887542572339,0.927045305979491,0.00385552253006116,0.933887542572339
"cg00082691",0.999001367084965,0.99925762416084,0.000165062418196082,0.99925762416084
"cg00083068",0.944717933717427,0.992508252380533,0.00379165612619919,0.992508252380533
"cg00083847",NA,NA,0.0576849027137654,NA
"cg00083937",0.93186443771184,0.956576563045134,0.0133623881602417,0.956576563045134
"cg00084503",0.70148116426097,0.995551043965387,0.001575728573247,0.995551043965387
"cg00084577",0.988029241859434,0.987776579927035,0.00660324139254295,0.988029241859434
"cg00087116",NA,NA,0.00372224872881035,NA
"cg00087778",0.992779537876412,0.993086274053048,0.0012420157970916,0.993086274053048
"cg00090184",0.722922812406559,0.892249659223686,0.0163451958910305,0.892249659223686
"cg00090384",0.471835660620027,0.489950249571676,0.00505644623301427,0.489950249571676
"cg00090461",0.543831926788946,0.59812943396832,0.00569726751154465,0.59812943396832
"cg00091093",0.94711061148111,0.994757367818129,0.00146041400253782,0.994757367818129
"cg00091349",0.947139644168496,0.954771265210784,0.00659984952928067,0.954771265210784
"cg00091693",0.841872153703102,0.920856023459621,0.0106495624600842,0.920856023459621
"cg00091964",0.749514695591728,0.768866721113914,0.00222611372627731,0.768866721113914
"cg00092013",0.85761656813524,0.892213088781695,0.00099303119876204,0.892213088781695
"cg00092621",0.51166555987934,0.566012736319373,0.00154773108616263,0.566012736319373
"cg00092936",0.783004256304303,0.847842570151673,0.0015999422628562,0.847842570151673
"cg00095474",NA,NA,0.0197001945012015,NA
"cg00096766",0.911863279573743,0.981434423669605,0.0101403474208062,0.981434423669605
"cg00096813",0.999753046619267,0.999907930212393,0.000192361066375324,0.999907930212393
"cg00096922",0.973672532392707,0.982889352474702,0.00325111169134383,0.982889352474702
"cg00098422",0.965441305549529,0.966673009969523,0.00065542803802876,0.966673009969523
"cg00100281",0.935430488189946,0.931125053409872,0.00927090247867365,0.935430488189946
"cg00101175",0.959789403622786,0.958512271472757,0.00225553575400173,0.959789403622786
"cg00101279",0.829264042873097,0.884501501155857,0.000910859775931472,0.884501501155857
"cg00101491",0.863150699126525,0.930078073359618,0.00323716275722452,0.930078073359618
"cg00101675",0.997958795179422,0.998484254545996,0.000212775210977567,0.998484254545996
"cg00102584",0.342602995494927,0.384727605659167,0.0147328724052408,0.384727605659167
"cg00103299",0.971854606190289,0.978885583548988,0.00738022877241712,0.978885583548988
"cg00103439",0,0,0.0177949800423121,0
"cg00103598",0.497069273120648,0.481775856996597,0.0249564814495783,0.497069273120648
"cg00103762",0.993393068252922,0.995962245467229,0.00029320901611779,0.995962245467229
"cg00104779",0.930257756639588,0.972960559171977,0.0103117528175785,0.972960559171977
"cg00106630",0.930722124116772,0.943382849900174,0.00422755653037082,0.943382849900174
"cg00106809",0.932055833892068,0.939113334954208,0.0120755495760154,0.939113334954208
"cg00106940",0.942838781972348,0.987705727201499,0.00031656282452866,0.987705727201499
"cg00107682",0.776337493067596,0.916499496431065,0.00227659223448404,0.916499496431065
"cg00109076",0.89499423826385,0.99861227532026,0.00122452228911843,0.99861227532026
"cg00109300",0.879625643093573,0.925434661088534,0.00194593454285796,0.925434661088534
"cg00109303",0.999461542876169,0.999442938884411,0.000434690676174854,0.999461542876169
"cg00109643",0.842345729793483,0.835610835955792,0.00205361210999795,0.842345729793483
"cg00109797",0.543227999071869,0.601774163396892,0.00337066115881076,0.601774163396892
"cg00110098",0.894243699998954,0.900596707872092,0.00310577552400798,0.900596707872092
"cg00110825",0.978855427183257,0.985180498898366,0.00156356768298221,0.985180498898366
"cg00111333",0.887570325567394,0.902602258326299,0.00216162708544204,0.902602258326299
"cg00112642",0.878934431222058,0.869331141910767,0.0150359088444758,0.878934431222058
"cg00113096",0.97035510313226,0.982384716929967,0.0141215223073555,0.982384716929967
"cg00113533",0.718616933315058,0.885022106628822,0.0304532111577589,0.885022106628822
"cg00113951",0.706937209503798,0.817554502028167,0.0022398138880316,0.817554502028167
"cg00114412",0.738316116700413,0.824283810743707,0.0132387423124314,0.824283810743707
"cg00114602",0.988110330282064,0.992813020819928,0.000510168158756263,0.992813020819928
"cg00115173",0.909138888724837,0.91624972565869,0.0112318548836775,0.91624972565869
"cg00115203",0.998880404083558,0.999755002579396,0.000657303504003698,0.999755002579396
"cg00115348",0.905599861553465,0.913689850878547,0.00184196623653937,0.913689850878547
"cg00116110",0.442717604074156,0.421881284991954,0.0023899356202669,0.442717604074156
"cg00116234",0.614852942613852,0.689959558157572,0.00272905023738081,0.689959558157572
"cg00116289",0.879302233761845,0.942373758560597,0.0049361764049628,0.942373758560597
"cg00116653",0.823241412050486,0.923959845980091,0.0180843865897734,0.923959845980091
"cg00117744",0.814322716626651,0.930651336908799,0.00327497364077051,0.930651336908799
"cg00117839",0.96724635946835,0.975628542639446,0.00115021349954886,0.975628542639446
"cg00117955",0.99892604983403,0.998672488163641,0.000714867831530908,0.99892604983403
"cg00119476",0.930589225179516,0.935481246654415,0.00517738724532579,0.935481246654415
"cg00120227",0.837511594617569,0.865409498808487,0.00181969629892764,0.865409498808487
"cg00122272",0.450401312473763,0.477111023724017,0.00214670322842853,0.477111023724017
"cg00122769",0.845784324078759,0.885226585699427,0.00269637643840298,0.885226585699427
"cg00122911",0.102710047374324,0.610438408856128,0.00621624863347919,0.610438408856128
"cg00124810",0.89050689728367,0.892337762938592,0.0166559144123672,0.892337762938592
"cg00126993",0.999595065581837,0.999632448401685,0.00112259196747611,0.999632448401685
"cg00127523",0.946527177298399,0.95441846679932,0.00249964895391919,0.95441846679932
"cg00128439",0.99973710714506,0.999739502327671,0.000485079323988169,0.999739502327671
"cg00130134",0.525766572786679,0.724684625095048,0.0538874124258414,0.724684625095048
"cg00130771",0.998810697059858,0.99882311619795,0.000420415700936039,0.99882311619795
"cg00131490",0.960650277088438,0.983056029846953,0.00390070223652828,0.983056029846953
"cg00133237",0.86742207912002,0.889696712579598,0.0345823792773069,0.889696712579598
"cg00133606",0.974134052795884,0.980860189335816,0.00600373854005917,0.980860189335816
"cg00134217",0.678363785592069,0.691887577401529,0.00278436220835238,0.691887577401529
"cg00134706",0.799209824599234,0.820483465835885,0.00119332942622835,0.820483465835885
"cg00137175",0.998005478431209,0.999581476759961,0.00013455242180771,0.999581476759961
"cg00138195",0.808294245775728,0.814838862611597,0.000601227479604682,0.814838862611597
"cg00139115",0.922493067721453,0.930009113629367,0.00189597702939204,0.930009113629367
"cg00140840",0.998233210143455,0.999664300116083,0.000127403601072044,0.999664300116083
"cg00141625",0.927949306017737,0.967649857719187,0.00312910809072797,0.967649857719187
"cg00143077",0.97704017970797,0.971250038303467,0.0311899170951384,0.97704017970797
"cg00143530",0.890632736087064,0.913960408716505,0.00216844139243266,0.913960408716505
"cg00143792",NA,NA,0.000977021737142925,NA
"cg00145315",0.779753653955901,0.747431374924779,0.0012373898892422,0.779753653955901
"cg00146111",0,0,0.0380628164150879,0
"cg00146174",0.979129164027535,0.987357198069154,0.000748063108833852,0.987357198069154
"cg00146253",0.786952028521882,0.936691610884474,0.0111770614916133,0.936691610884474
"cg00146676",0.91461429166146,0.969610535232402,0.00640097139368712,0.969610535232402
"cg00147440",0.566598070047694,0.719393137392528,0.0150556489165092,0.719393137392528
"cg00147638",0.963416815106813,0.968060390271372,0.00731589636512897,0.968060390271372
"cg00149071",0.497452611639917,0.864733725680581,0.00754441960519622,0.864733725680581
"cg00149213",0.808007118119122,0.938264039691849,0.00295443287290189,0.938264039691849
"cg00149440",0.956451874132471,0.992546994156799,6.3519282971658e-05,0.992546994156799
"cg00149689",0.498037611781434,0.983260646767365,0.0261702274849159,0.983260646767365
"cg00152260",0.999578483285782,0.99982375609386,0.000808282247258211,0.99982375609386
"cg00152482",0.936609615374862,0.93493857255623,0.00439185120924523,0.936609615374862
"cg00153046",0.97169303696645,0.994910087846936,0.00165837533403396,0.994910087846936
"cg00153387",0.924653688510489,0.953208059855057,0.00189787893167975,0.953208059855057
"cg00154486",0.603535748292276,0.685046326663816,0.0092073032821066,0.685046326663816
"cg00156720",0.951851356655156,0.972002150170705,0.0179886633602801,0.972002150170705
"cg00156769",0.872587476918341,0.878066523894353,0.00146795961962687,0.878066523894353
"cg00157812",0.839065432793119,0.841498272569516,0.00365558024412321,0.841498272569516
"cg00158333",0.894529511033553,0.898989529844723,0.00367326507324545,0.898989529844723
"cg00159243",0.982882071164315,0.983001038371373,0.00790004439437569,0.983001038371373
"cg00159476",NA,NA,0.075052997648177,NA
"cg00159753",0.9996308233379,0.999670246421214,0.000158872030508239,0.999670246421214
"cg00160892",0.922632209777239,0.936168743624504,0.0206501805665198,0.936168743624504
"cg00162326",0.712864420807991,0.680829089151152,0.00366991419789142,0.712864420807991
"cg00162625",0.965234135054627,0.968140168227233,0.0040167958373718,0.968140168227233
"cg00164295",0.849501482538165,0.856890830752254,0.0304076199036475,0.856890830752254
"cg00165325",0.999883252946931,0.999924045395434,0.00151267084667779,0.999924045395434
"cg00166579",0.968960282932697,0.98076414335982,0.00119928770363332,0.98076414335982
"cg00166917",0.973134725845637,0.971083417018996,0.000578304301521393,0.973134725845637
"cg00167250",0.988285212369465,0.989032246365014,0.000518970158319865,0.989032246365014
"cg00167491",0.403744496002417,0.437744711668647,0.00402001697387449,0.437744711668647
"cg00167853",0.670799298408197,0.673942376079546,0.00396149929890666,0.673942376079546
"cg00168042",0.827931327956755,0.859361198719408,0.0154427218582517,0.859361198719408
"cg00168721",0.630656477177504,0.707699296002552,0.00337227373223287,0.707699296002552
"cg00168727",NA,NA,0.0283372446650736,NA
"cg00168942",0.971461833489025,0.977790127848527,0.0133103085679376,0.977790127848527
"cg00169860",0,0,0.00601121881141115,0
"cg00170518",0.880420840245005,0.906105003958555,0.0222150470468355,0.906105003958555
"cg00174373",0.697020928932327,0.767560740508412,0.0048356414434856,0.767560740508412
"cg00174687",0.905705285558666,0.926100679566884,0.00275894485032036,0.926100679566884
"cg00175324",0.953848283205352,0.94561772707456,0.00275967906216612,0.953848283205352
"cg00176482",0.646728797714439,0.690322607729938,0.00268683883703597,0.690322607729938
"cg00177385",0.371159718192597,0.282427910613817,0.00944346222660752,0.371159718192597
"cg00178703",0.934367097538259,0.955891083418922,0.0114737637381909,0.955891083418922
"cg00179574",0.416695951078704,0.387061099429567,0.0142441498464648,0.416695951078704
"cg00179765",0.999353566898423,0.999399876714229,0.000410306264359894,0.999399876714229
"cg00180385",0.938472200431886,0.98718173310072,0.00287192320619961,0.98718173310072
"cg00180589",0.926998872123221,0.991915814020401,0.00178239517653245,0.991915814020401
"cg00180801",0.940704128672361,0.99002059204923,0.00132796799331642,0.99002059204923
"cg00180917",0.964614262719369,0.994400401996845,0.00126295861903725,0.994400401996845
"cg00181100",0.840842445251579,0.927664783480488,0.00294408934543113,0.927664783480488
"cg00181698",0.850513818911458,0.86571683881264,0.00213293044400897,0.86571683881264
"cg00183899",0.878656835273423,0.897165863511568,0.00895736630746341,0.897165863511568
"cg00184699",0,0,0.00319569142038178,0
"cg00185982",0.683610018196974,0.697447855888039,0.00128278280448924,0.697447855888039
"cg00186529",0.990651301828157,0.990845708133146,0.00774881003088795,0.990845708133146
"cg00187380",0.943727334675446,0.946963704183724,0.00510215845034127,0.946963704183724
"cg00187832",0.930586837355938,0.925401933629276,0.00220356264391564,0.930586837355938
"cg00189226",0.919804161746079,0.935830204077944,0.00114421283063926,0.935830204077944
"cg00190744",0.880549827274353,0.870168626847936,0.0017771935131925,0.880549827274353
"cg00190912",0.982189197728752,0.987338012543789,0.000685077584850591,0.987338012543789
"cg00190934",0.866247942781564,0.869009194507999,0.00726618973910573,0.869009194507999
"cg00191058",0.99763686199102,0.997475396577165,0.000505286938812188,0.99763686199102
"cg00192066",0.922468365432522,0.941604002134984,0.00865854465584034,0.941604002134984
"cg00192998",0.856257880034328,0.851693995830189,0.00162593322514415,0.856257880034328
"cg00193075",0.999013136702116,0.999515298126082,0.000254086393435216,0.999515298126082
"cg00193158",-0.0684082860729824,0.790426402968293,0.000768346808943943,0.790426402968293
"cg00193345",0.959286701921145,0.981200178374072,0.00488359045582302,0.981200178374072
"cg00194126",0.91034228068056,0.93577349846779,0.00982873438599384,0.93577349846779
"cg00194146",0.77809336144519,0.82140680252689,0.00969967301341772,0.82140680252689
"cg00194417",0.972297394114236,0.979287444542491,0.00227948428749741,0.979287444542491
"cg00194857",0.869796981806511,0.939015942634024,0.00842112448727711,0.939015942634024
"cg00195533",0.978571028454675,0.977216775833875,0.00454652467986068,0.978571028454675
"cg00195577",0.997466536768847,0.998206951436366,6.51034881978445e-05,0.998206951436366
"cg00196544",0.972095992701447,0.972361107037993,0.00155702402517938,0.972361107037993
"cg00197024",0.509244667449622,0.909041914312481,0.0153458515606086,0.909041914312481
"cg00197058",0.992847700875206,0.992142842461744,0.00953183388472068,0.992847700875206
"cg00197325",0.947351552891556,0.951071102366142,0.00290562063762206,0.951071102366142
"cg00197456",0.904835907603798,0.918454324094379,0.00282202253900967,0.918454324094379
"cg00199273",0.953454614486331,0.94802089253876,0.00336719820268594,0.953454614486331
"cg00199899",0.642998421741465,0.781145550123688,0.0025881094021859,0.781145550123688
"cg00200794",0.985061589073179,0.98748370039095,0.00131861985903658,0.98748370039095
"cg00200899",0.88997238106268,0.934713724997381,0.00783489656007325,0.934713724997381
"cg00201390",0.943566301839532,0.981912310684622,0.00352796261506383,0.981912310684622
"cg00202143",0.983361349465103,0.98621305037997,0.00661389307124738,0.98621305037997
"cg00202194",0.768551595638381,0.788062761496521,0.0564173404434086,0.788062761496521
"cg00203745",0.691664027901943,0.746835260687858,0.00272016998335073,0.746835260687858
"cg00204390",0.97605826219676,0.978021850658585,0.000524410007754703,0.978021850658585
"cg00204462",0.876370647428217,0.899966783220916,0.00176121882220204,0.899966783220916
"cg00205229",0.932821239912212,0.952106467569065,0.0048505470941802,0.952106467569065
"cg00205619",0.907394780790655,0.913428075705263,0.00254855759239908,0.913428075705263
"cg00206304",0.982905857866178,0.987334424481145,0.000232089625904763,0.987334424481145
"cg00207040",0.27269260535157,0.933550957679688,0.00524811147318344,0.933550957679688
"cg00207813",0.929607844610464,0.941959646123769,0.00851149470123927,0.941959646123769
"cg00207962",0.898774563649037,0.94266633107594,0.000829602526311046,0.94266633107594
"cg00208586",0.886841482439454,0.927038550491487,0.00279546047010271,0.927038550491487
"cg00209445",0.849699756842142,0.839037762537019,0.00176649948272245,0.849699756842142
"cg00211337",0.934158802555493,0.939362546118641,0.00177257420102211,0.939362546118641
"cg00211372",0.900259665723001,0.99690431826938,0.00407243694755355,0.99690431826938
"cg00211423",0.992032377512933,0.994564858363513,0.00452600149482513,0.994564858363513
"cg00211803",0.780205541879578,0.788540575793704,0.00699625727784614,0.788540575793704
"cg00213533",0.886216630936476,0.904001593047936,0.0148485430411754,0.904001593047936
"cg00214262",0.945680749165223,0.951492692383464,0.00512391784462074,0.951492692383464
"cg00215378",0,0,0.0211879538612916,0
"cg00216013",0.571809483085154,0.652986975420468,0.000805324500323723,0.652986975420468
"cg00216659",0.971541916682059,0.974270865032402,0.00165993361112151,0.974270865032402
"cg00217702",0.789347047847213,0.737841919310127,0.00115725942688355,0.789347047847213
"cg00218407",0,0,0.00360612982609443,0
"cg00218447",0.992867410230444,0.999529540013834,9.16483920687088e-05,0.999529540013834
"cg00219921",0.948097696685092,0.953460439922385,0.00361780915572663,0.953460439922385
"cg00220188",0.837145172640912,0.880298835569084,0.00327072658454464,0.880298835569084
"cg00220465",0.887692571693313,0.917120141981466,0.0125037052791178,0.917120141981466
"cg00220722",0.931861151370757,0.948087880039862,0.00233882355872428,0.948087880039862
"cg00220825",0.957888635535088,0.947551507531226,0.00263854891094273,0.957888635535088
"cg00222071",0.909172035128633,0.924369824090693,0.000900214083179855,0.924369824090693
"cg00222474",0.985512557138492,0.98463295590174,0.0164999205163932,0.985512557138492
"cg00223609",0.827287363503459,0.889656170274331,0.00626334253089456,0.889656170274331
"cg00225449",0.885735971722252,0.92865790132531,0.00257315399158703,0.92865790132531
"cg00227334",0.952653393620697,0.95684014715223,0.0106785366705834,0.95684014715223
"cg00228489",0.779378590842068,0.802277974745967,0.00236676946515213,0.802277974745967
"cg00230271",0.795283551914525,0.818509541013652,0.00128679899326497,0.818509541013652
"cg00232174",0.895900631512355,0.901491026594759,0.00162221095901529,0.901491026594759
"cg00234132",0.969788495652152,0.986741020653449,0.000412966710851524,0.986741020653449
"cg00234378",0.58675761842138,0.595801970433906,0.00379278863983861,0.595801970433906
"cg00235789",0.830915444304055,0.867116732989945,0.00385830098004919,0.867116732989945
"cg00236075",0.568049655678547,0.865700846069894,0.00330484476801168,0.865700846069894
"cg00236139",0,0,0.0466940712088849,0
"cg00236396",0.860226025179344,0.897907164337078,0.00536423182959533,0.897907164337078
"cg00238638",0.637270373822193,0.821175353286426,0.00690315527038232,0.821175353286426
"cg00238826",0.826940765466305,0.844317857044084,0.0143049625507115,0.844317857044084
"cg00239815",0.998116908369573,0.999627929435425,0.0024133842734253,0.999627929435425
"cg00240737",0.577470174800149,0.628811074997912,0.0149125402014534,0.628811074997912
"cg00240849",NA,NA,0.0136636244974782,NA
"cg00242883",0.645932740816652,0.658313450068141,0.0285502697168621,0.658313450068141
"cg00243488",0.828948691258474,0.809290466185099,0.0277958880797703,0.828948691258474
"cg00244134",0.948947219958416,0.971499564187999,0.00384072329237739,0.971499564187999
"cg00244213",0.943171792509616,0.958111099398168,0.00035212678859009,0.958111099398168
"cg00246701",0.524819663515624,0.966820059363848,0.00934258897603725,0.966820059363848
"cg00246767",0.958251337382287,0.969810911896638,0.00204812194523563,0.969810911896638
"cg00247020",0.935455390414988,0.934107403374745,0.00183048078279512,0.935455390414988
"cg00247437",0.827982546188732,0.819052519011966,0.00359905350641931,0.827982546188732
"cg00247864",0.924057571662997,0.92635532200863,0.00450322101788803,0.92635532200863
"cg00247972",0.968537831106807,0.973048728638208,0.0095458786241015,0.973048728638208
"cg00249321",0.480791400075111,0.364504822758219,0.00591917451671131,0.480791400075111
"cg00249744",0.784768512324348,0.872713426049628,0.00277695608040686,0.872713426049628
"cg00249943",0.937812788378925,0.933701499140535,0.00385097408976098,0.937812788378925
"cg00250171",0.996999876692381,0.998276923156819,0.000372400374565374,0.998276923156819
"cg00250365",0.621248500241142,0.637161550140779,0.0717727821331444,0.637161550140779
"cg00250826",0.932066625399547,0.943738249655873,0.00153369016402888,0.943738249655873
