var,beta
cg06679868,-0.124559113030001
cg06757784,0.161104138280726
cg06787049,0.0724320060615371
cg06881444,0.185529400473693
cg06910273,0.466376139285976
cg06997801,0.451585035375783
cg07026794,-0.141181355950487
cg07032712,-0.0498166379376333
cg07056567,-0.106659373946794
cg07092263,-0.00204983464946749
cg07150184,0.0460399573323236
cg07322285,-0.0616260929177478
cg07345030,-0.0457595800552458
cg07379873,0.0499710558579703
cg07437635,-0.0376727762505883
cg07459759,-0.0136040993160348
cg07462160,0.0353611267808715
cg07476673,0.0340174954731577
cg07517669,0.168750364706969
cg07547549,0.318778757560046
cg07571117,-0.011990572945425
cg07600647,-0.176209309100851
cg07714477,0.177600738154445
cg07774376,-0.28032697073231
cg07800922,0.0481339651913509
cg07875786,0.0302147943573109
cg07921922,-0.100731667920674
cg07965068,0.219099822098548
cg07991826,0.100528662262395
cg08026135,-0.0422662599479386
cg08030082,-0.157581690825202
cg08069628,-0.0400446597690605
cg08074329,0.778154705623023
cg08107449,0.113148441383324
cg08181354,0.0300237072152914
cg08201223,0.100975846575867
cg08203681,-0.174992829356864
cg08212459,0.021517017481784
cg08223232,-0.110152593857812
cg08243549,-0.172533482394561
cg08354308,-0.169419280568243
cg08399485,-0.141490696801901
cg08402704,0.118209738871923
cg08446005,0.00497354559426999
cg08472382,-0.101777633098279
cg08508546,-0.0322927077421965
cg08587692,-0.0414645713113784
cg08676748,0.068028868618856
cg08705347,-0.0504224039797467
cg08846022,-0.0324884996062158
cg08880986,-0.00193278367508876
cg09004957,-0.0110728305452422
cg09079447,-0.011343044414857
cg09111246,-0.0177789331232183
cg09227056,0.392479448257999
cg09244470,0.047142143158136
cg09255391,-0.0819238937260919
cg09258317,-0.239351618587292
cg09396124,0.0309640519944569
cg09461098,-0.377903146277197
cg09642734,-0.0872896270090565
cg09655511,0.0437515537365243
cg09680988,0.000522920627429926
cg09705951,0.066338970233701
cg09710440,0.865281393335427
cg09735014,-0.108926451020084
cg09742539,0.00694982237094535
cg09809672,-0.0997037439191899
cg09817427,0.155189998024693
cg09916026,-0.0281645904855686
cg09931937,-0.0430575744535413
cg09955247,-0.0683294624503627
cg09998912,0.0407451085918947
cg10022358,-0.0283025590615992
cg10108237,-0.0221992473212319
cg10213224,-0.0623526807945576
cg10271516,-0.024909919883121
cg10278760,-0.330922219419972
cg10448436,-0.0404373548628836
cg10451735,0.0192897713698277
cg10501210,-0.414347730609272
cg10508317,0.0268156967727954
cg10525355,-0.0237421586144005
cg10553618,-0.0998619862470121
cg10566913,-0.0172376508036319
cg10609096,0.338637389348062
cg10652715,-0.190590139305063
cg10681713,-0.000663968504014638
cg10704133,0.220418666505739
cg10937272,0.0677203763605634
cg10959786,0.011230866900717
cg11015311,-0.0379881384871223
cg11015524,-0.0125989745520686
cg11084334,0.414298354705083
cg11109664,0.0147758287266217
cg11160393,-0.436401214360603
cg11201611,0.0205955489500644
cg11235379,0.0303780796510326
cg11251514,-0.0360711062034414
cg11284212,-0.0290631961938898
cg11407681,0.000817092723862594
cg11417778,0.0624005446458941
cg11420169,0.0249153913289552
cg11488183,-0.0491140986054195
cg11514832,0.045367957003856
cg11632076,0.266070162697699
cg11646597,-0.167211356194255
cg11700079,0.0590719789662043
cg11728741,0.328082797704388
cg11770727,0.00859135405218941
cg11791324,0.236050265211176
cg11803466,-0.160508929586921
cg11804517,0.000212983052926294
cg11864223,-0.00338130886889406
cg11927473,-0.0147853343404451
cg11958495,0.0513316265701883
cg12005349,-0.00945516900011667
cg12131127,0.0442475508935244
cg12143045,0.0685161551478356
cg12166181,0.0567640141354241
cg12201392,0.000212906733193265
cg12279668,-0.00194699862380025
cg12289045,0.00630106248991328
cg12339478,-0.0352083160012711
cg12373771,0.124193575332104
cg12428891,0.00129163480747893
cg12460733,-0.114689576764268
cg12483863,-0.188660519632002
cg12564910,0.00288640012875913
cg12577973,0.00937820794978599
cg12600656,-0.245806348214233
cg12651099,0.139719421230453
cg12657315,0.0193507228360102
cg12721805,0.0485262234620515
cg12756474,-0.0600324955134013
cg12774174,0.492553960172671
cg12841266,0.56469057575148
cg12879445,0.117898276901972
cg12911542,-9.47452519679402e-05
cg12923877,0.0980298084498921
cg12958327,-0.00137341646257959
cg12961607,-0.000222593683261643
cg13020851,-0.143449350699591
cg13035237,0.162072290638027
cg13058338,0.100089664092691
cg13235828,-0.0143562255930195
cg13247398,-0.0306865543543332
cg13259321,0.198463368541078
cg13301933,-0.228619516219272
cg13493426,0.0172389612897863
cg13550191,0.0154091213242061
cg13590730,-0.00107548190476024
cg13608832,-0.13482242177623
cg13609316,-0.00160223316282694
cg13618372,-0.058438991162602
cg13655781,-0.0161507350818593
cg13753818,-0.0101999424724852
cg13780795,-0.11055626697114
cg13782531,0.00177401350239059
cg13803050,-0.0931679816035309
cg13886393,0.043553088272621
cg13932370,-0.00675428866564593
cg14012259,-0.068527245936908
cg14043044,-0.0024383827483949
cg14082613,0.0216640345278982
cg14099426,-0.0635516575015853
cg14172937,-0.044772687734784
cg14271389,-0.128598753704029
cg14318001,-0.00206916079184989
cg14322760,0.0974226512050813
cg14361875,-0.00820507935431176
cg14472711,-0.199910501565131
cg14509153,-0.0216320501292314
cg14511200,-0.0221164878516858
cg14551571,0.169278522616506
cg14640670,-0.18777398141869
cg14713220,0.00201414622327841
cg14720152,-0.0143821396318058
cg14865782,-0.0031728453610964
cg14894872,0.0139069707008659
cg14917766,0.171526039898696
cg14991111,0.118376542861142
cg15064988,-0.00849564098436633
cg15229894,-0.0484054616371955
cg15260970,0.020887571118853
cg15397234,-0.0458882734687
cg15412281,-0.0236711368212275
cg15416233,-0.266115318681436
cg15425194,0.192768903895616
cg15436708,0.113721347749597
cg15437942,0.19267292716441
cg15451835,-0.0184051069517311
cg15471501,0.112096192820096
cg15486794,-0.00738340313839109
cg15587600,-0.0046387980522487
cg15675612,-0.0847455551415581
cg15712548,0.676307765523359
cg15726426,0.0604383416003824
cg15809488,-0.0275213778703585
cg16011662,-0.123380739192261
cg16015033,0.00706300975071262
cg16095149,-0.0861886907413123
cg16220784,-0.0046087892213864
cg16271487,0.14034640772706
cg16286672,-0.00159696453465249
cg16287710,-0.105595459252465
cg16295029,0.00299523191502919
cg16356803,0.145343586029805
cg16384274,0.0215520470701748
cg16391501,0.0131071671377618
cg16453451,0.00656428106009971
cg16492924,0.0156919226827416
cg16526667,0.0993136960221633
cg16528216,-0.122912111003225
cg16554811,0.210803603368455
cg16581950,0.0163919343659048
cg16691593,0.116436856910071
cg16697952,0.0635518771900841
cg16756969,-0.0681207237011714
cg16833583,-4.0313805465051e-05
cg16862911,-0.0257425342956465
cg16867657,0.30583821710133
cg16921308,-0.0339898673022021
cg16949290,0.0964036830751005
cg16961544,-0.00911075178273272
cg17003896,-0.125408957636922
cg17080525,-0.132363667599592
cg17134077,0.0512078010937778
cg17143801,0.0215033869709615
cg17207926,-0.203209127121528
cg17213306,0.0305141663081695
cg17216365,0.11635775345291
cg17322734,-0.119663734455058
cg17437489,-0.0853300749962142
cg17573879,0.102623248720416
cg17599620,-0.000173205974209671
cg17604804,-0.00534776777062481
cg17714851,0.076409225942878
cg17752525,0.0899385325901603
cg17773015,0.0115833310057532
cg17865364,-0.0170128510040067
cg17873451,-0.0434695807544545
cg17927488,-0.173572365166809
cg17942031,-0.0313199180502746
cg17958658,-0.160048371562201
cg18060631,-0.139690441884141
cg18111337,-0.0272880360789594
cg18116132,-0.0918265112216776
cg18223258,-0.00688153521733822
cg18275891,0.0134078889729365
cg18304538,0.117351013515373
cg18406453,0.0607227466588232
cg18459384,0.00844081473369375
cg18480320,0.0323400822254151
cg18480384,0.00504937297344724
cg18505571,-0.0447357151007312
cg18526971,-0.0839844634575083
cg18543660,0.000367698691159865
cg18663696,0.0168099377990479
cg18704635,-0.000926580708801333
cg18752282,-0.0578277310523789
cg18808994,0.0834191594895854
cg18822250,-0.0301729795201331
cg18877412,-0.00923883554927384
cg18894136,-0.00972647086603901
cg18897345,0.0694666593152579
cg18955753,-0.196492556238283
cg18977692,0.200186205390834
cg19017031,-0.00801169740157697
cg19090691,-0.00492123444280302
cg19134574,0.00946836477538048
cg19195912,-0.0312820940108846
cg19291109,-0.118080338614549
cg19365356,-0.00841738131031917
cg19591642,-0.207145473465286
cg19663246,-0.173232843652678
cg20167583,0.00843993319077891
cg20221627,-0.120727378054831
cg20345626,-0.381176646408111
cg20370622,0.0812297302220321
cg20462091,-0.638880163308957
cg20478148,0.111643248697307
cg20490705,-0.220335388364851
cg20588435,0.00203088742632741
cg20615601,-0.28717392852871
cg20654074,-0.0772246661507006
cg20688459,-0.0626783410529981
cg20690148,0.0139499397765309
cg20705350,0.034608052045868
cg20766695,0.0822592586019468
cg20891401,0.00353339659349025
cg20959523,-0.0915430187214724
cg21067017,0.0231250270247455
cg21097283,0.0873946463115301
cg21102477,-0.0228056676096726
cg21128107,-0.0140598547965971
cg21143330,0.00986814177105977
cg21407049,0.0717350710748779
cg21611883,-0.077569717824704
cg21617338,-0.024874854236915
cg21690255,-0.659896805836406
cg21692755,0.00573262542627821
cg22001782,-0.221503997324245
cg22007666,-0.0690293228939888
cg22040780,0.00712264756648718
cg22067905,0.131089432448659
cg22070332,-0.0923931349335811
cg22100382,0.00864362329329046
cg22199101,-0.0236629234379667
cg22300823,-0.052157708262262
cg22358580,0.129030630366751
cg22454769,0.00521764040597657
cg22595863,0.0942642837577984
cg22608644,0.00972829298783053
cg22619012,-0.354072956974881
cg22620222,-0.0221603955942723
cg22676465,0.0293133889734884
cg22703759,-0.0365090291920825
cg22709981,-0.0301461069367512
cg22943590,-0.0566195005450137
cg22981774,0.0389445910358998
cg22991305,0.00538528623720763
cg23087015,0.174407285513943
cg23177112,0.131588431464331
cg23183090,-0.0095988820550757
cg23262887,0.0917330006619134
cg23330818,0.0647009443682848
cg23337318,0.0288232676408162
cg23402580,-0.0774525402895626
cg23415880,0.120534854817497
cg23432345,-0.0248703916278023
cg23449696,0.210743399543559
cg23475389,-0.000422214121742372
cg23477051,-0.422623649349377
cg23507108,0.0111953450559757
cg23552337,-0.0923141279881984
cg23712344,-0.03937500995527
cg23827201,0.0460429689737201
cg23859291,-0.0452045712151391
cg23948922,-0.0382068087394272
cg23973694,-0.0086207524579439
cg23985931,0.285098110178908
cg24221639,-1.37897110049896e-05
cg24231456,-0.196651769792117
cg24302947,-0.000123018535850999
cg24322955,-0.0044312308731758
cg24352905,0.11158582125758
cg24488281,-0.0748146556932387
cg24504442,0.115250549249997
cg24551749,0.00618419981615181
cg24597392,0.0482688609222238
cg24598280,-0.0245188458598156
cg24741189,-0.0406114529238169
cg24805210,-0.013150838867511
cg24866418,0.227464995560931
cg24927890,-0.0824235418055323
cg24941333,0.0917476517058758
cg24966735,0.0493509718882073
cg24977387,-0.176748431148238
cg24980994,0.00192109918191051
cg25001128,0.0319309754719543
cg25040028,-0.0242641726809984
cg25047480,-0.180887941438164
cg25184118,-0.199404492228132
cg25184464,-0.0169381022114085
cg25248530,-0.126365352148204
cg25310556,-0.170306558602885
cg25445920,0.29793664413136
cg25465769,0.0487906031347288
cg25467897,-0.0213954134030164
cg25555481,-0.0106478936221938
cg25615279,-0.00444604516730961
cg25622623,0.72545901720092
cg25625146,-0.000424770085847151
cg25628588,0.101738833776609
cg25659357,-0.0634942426040902
cg25774993,0.0209080471312098
cg25809905,-0.0128520475587162
cg25906744,0.00625104703024647
cg25950871,-0.358617992683743
cg25960553,0.000391828598060744
cg26035702,-0.0363212935856299
cg26072749,-0.0159794612469967
cg26120306,-0.214113370720238
cg26249364,0.00123869383621973
cg26304840,0.213663830639331
cg26375445,-0.0169788889292962
cg26375896,-0.0225197671128951
cg26512254,0.143885007822029
cg26573821,-0.0111202315431695
cg26581729,-0.0704670749357554
cg26690989,-0.0806547713438205
cg26709300,-0.0102994346347799
cg26813903,-0.102085518600264
cg26844246,0.133062131953352
cg26920416,0.0158590086337145
cg26921187,-0.0452657446599325
cg26934211,0.0458808715423371
cg27061549,0.000344640819067601
cg27069230,4.12708335073875e-05
cg27072792,-0.0053755925916285
cg27096599,0.0624338868482317
cg27193252,0.026918821192144
cg27201382,0.081960668095296
cg27304516,-0.0603572244521849
cg27432588,0.0696621523712438
cg27435767,-0.000356734242665266
cg27457480,0.0326498477109913
