CpG,mouse_median
cg00177385,0.889048002466492
cg00178703,0.783117082524397
cg00179574,0.961354748466306
cg00179765,0.876286938711077
cg00180385,0.0858418111536325
cg00180589,0.691346464015688
cg00180801,0.350346585316103
cg00180917,0.0416524743795102
cg00181100,0.0497236482097748
cg00181698,0.393113142491662
cg00183899,0.851377260631682
cg00184699,0.0289395727754059
cg00185982,0.523009417399812
cg00186529,0.489480719029882
cg00187380,0.163906602317968
cg00187832,0.900551923463069
cg00189226,0.860496368732008
cg00190744,0.959239011563563
cg00190912,0.968169985655095
cg00190934,0.0449075472341918
cg00191058,0.838480367524594
cg00192066,0.648186729793679
cg00192998,0.548729856364442
cg00193075,0.925142860381735
cg00193158,0.951927740614186
cg00193345,0.0871319018391806
cg00194126,0.502953435954492
cg00194146,0.495629147045981
cg00194417,0.871841666185446
cg00194857,0.192646433374519
cg00195533,0.511205511836187
cg00195577,0.226392969423515
cg00196544,0.434940012503254
cg00197024,0.123257723642932
cg00197058,0.499515760230404
cg00197325,0.928716341485664
cg00197456,0.100649484051256
cg00199273,0.527314124558821
cg00199899,0.961041050621098
cg00200794,0.931824058267752
cg00200899,0.319350401554922
cg00201390,0.823836197394593
cg00202143,0.484817501009653
cg00202194,0.923610239893524
cg00203745,0.905174286778385
cg00204390,0.0808050747038069
cg00204462,0.91655271925704
cg00205229,0.904270422641647
cg00205619,0.915370147349513
cg00206304,0.982550153020644
cg00207040,0.783612333711683
cg00207813,0.490014424206874
cg00207962,0.0571739325157868
cg00208586,0.82018486357558
cg00209445,0.929071047589287
cg00211337,0.894545376092566
cg00211372,0.930825183904415
cg00211423,0.789921539957166
cg00211803,0.946824720048803
cg00213533,0.694674890435858
cg00214262,0.964490401306932
cg00215378,0.484482299913419
cg00216013,0.984563010714958
cg00216659,0.0716565087810205
cg00217702,0.944681348121217
cg00218407,0.914498843317056
cg00218447,0.0234336854559244
cg00219921,0.494330934069158
cg00220188,0.925232093607758
cg00220465,0.113591203767617
cg00220722,0.618388820347385
cg00220825,0.858000925379352
cg00222071,0.0211924317829332
cg00222474,0.19972952943193
cg00223609,0.489378054519082
cg00225449,0.0409412206269163
cg00227334,0.844564992761019
cg00228489,0.967560013042971
cg00230271,0.494549565910631
cg00232174,0.958410982314464
cg00234132,0.157400115835691
cg00234378,0.0306082907884228
cg00235789,0.909541614295501
cg00236075,0.896550867410264
cg00236139,0.305444403501211
cg00236396,0.807891726957546
cg00238638,0.809033354722787
cg00238826,0.835459999822867
cg00239815,0.268960886069847
cg00240737,0.71331529350695
cg00240849,0.815235010433496
cg00242883,0.449944350921689
cg00243488,0.212987671766333
cg00244134,0.946231593905632
cg00244213,0.983103390025926
cg00246701,0.443803281305089
cg00246767,0.930798182955954
cg00247020,0.0482202848673507
cg00247437,0.508059127454287
cg00247864,0.4837519945196
cg00247972,0.571433757663151
cg00249321,0.887375766057854
cg00249744,0.0819265953868113
cg00249943,0.828556286506759
cg00250171,0.522841123327447
cg00250365,0.590088512452053
cg00250826,0.843588622782545
cg00251344,0.21528031029668
cg00251385,0.920098646953583
cg00251628,0.811036751267112
cg00251636,0.311237395861217
cg00252404,0.960473467240835
cg00252955,0.928682380402113
cg00253748,0.817468995419969
cg00253867,0.757757059257522
cg00256784,0.879061124448794
cg00256932,0.592639818144823
cg00257455,0.496560756908155
cg00257941,0.91537846800852
cg00257950,0.912985838570755
cg00258173,0.848037527316563
cg00258262,0.784877594614334
cg00259292,0.831210969107058
cg00259935,0.819944135957151
cg00259969,0.747168942389917
cg00261096,0.930569441472662
cg00261570,0.0725881435309014
cg00261781,0.497263761789669
cg00262856,0.500939760793507
cg00263654,0.411956376051459
cg00264131,0.70897150714875
cg00264579,0.481568399928586
cg00264615,0.120083967050294
cg00265484,0.179723421528215
cg00266822,0.637386905967712
cg00267231,0.762103794178573
cg00267482,0.467474273696683
cg00267853,0.726439186407337
cg00269503,0.0708833205541969
cg00270194,0.836748834794651
cg00271154,0.0618049993365654
cg00271378,0.867140491058695
cg00271426,0.479920945168913
cg00271703,0.758935650156594
cg00272971,0.159204679280164
cg00273046,0.880082865904204
cg00273076,0.408510541030238
cg00274492,0.887733459092832
cg00279054,0.0463158161508926
cg00279752,0.947743027216808
cg00280963,0.939456788441534
cg00281024,0.899619258089099
cg00281640,0.954676395577524
cg00281833,0.537932291902512
cg00282490,0.941413987921659
cg00282704,0.139553768804459
cg00282792,0.873519486547886
cg00284078,0.78765267260027
cg00286137,0.765437410754797
cg00286320,0.328568824710906
cg00286916,0.0476993688542614
cg00287915,0.497165845333895
cg00289591,0.968072430028202
cg00290109,0.76075253585757
cg00290302,0.694927712625047
cg00290812,0.725940206910094
cg00292639,0.899776500801372
cg00293511,0.0713444064974938
cg00294442,0.0169149702383418
cg00295657,0.0981083394622129
cg00295725,0.273088755610244
cg00296110,0.517142368015641
cg00296428,0.13480548378035
cg00297075,0.922100809235919
cg00297600,0.502268815372231
cg00297805,0.882378420930663
cg00297951,0.663695275136279
cg00298032,0.824437462246467
cg00298301,0.910022171535815
cg00298697,0.177368480513149
cg00299517,0.797123262023104
cg00300211,0.116874422891287
cg00300224,0.592555251240407
cg00300233,0.858461108117684
cg00301020,0.802008829359341
cg00301226,0.830474608207916
cg00301801,0.0726651762033874
cg00304629,0.0164645376685486
cg00304877,0.922729792628504
cg00306239,0.885116976639537
cg00307913,0.862584107876058
cg00308441,0.0303152812807549
cg00308763,0.281353893022645
cg00309259,0.941590044570247
cg00309562,0.910512046159988
cg00309578,0.967381521474288
cg00310182,0.042428003565321
cg00310215,0.0420042625909703
cg00311846,0.0778567476474768
cg00311934,0.733177228369413
cg00312241,0.918185856934792
cg00314427,0.181137235537614
cg00315292,0.0757371777095877
cg00316483,0.0155439964758559
cg00317287,0.913351341244661
cg00318947,0.483523920449674
cg00319727,0.484707821926566
cg00320782,0.0792228840384317
cg00321644,0.875692738196484
cg00323008,0.742463660277163
cg00323590,0.98879082636701
cg00323965,0.0394595777010357
cg00324097,0.439348406853681
cg00324161,0.873953137440437
cg00324422,0.882924164710797
cg00324754,0.248998709335951
cg00324991,0.0974882948195088
cg00325115,0.962799441748165
cg00325217,0.817473159403564
cg00325478,0.29135089580999
cg00325725,0.763295964141608
cg00328865,0.390739137654851
cg00330845,0.269452928529202
cg00331096,0.0644069707844714
cg00331190,0.663465569423163
cg00331900,0.00827796072567701
cg00332221,0.819156062336374
cg00332561,0.924896194778632
cg00334236,0.824657132207877
cg00335286,0.530059060579094
cg00338702,0.496817645531705
cg00339654,0.110814383362878
cg00339708,0.0429097706101043
cg00340124,0.636352910361337
cg00343067,0.755526653709792
cg00343092,0.495747199984869
cg00343217,0.0508191275519258
cg00345769,0.892254247018834
cg00345983,0.865760683315975
cg00347775,0.496307727219938
cg00349017,0.85513611371794
cg00349375,0.103111014928587
cg00350004,0.769138442248305
cg00350220,0.859598767833332
cg00350702.1,0.366512706564998
cg00350702.2,0.323332024501418
cg00351264,0.867180648675522
cg00356067,0.636996009070051
cg00359086,0.906789688505347
cg00359760,0.474385973502236
cg00360105,0.0164389975519153
cg00360524,0.768859567098279
cg00362487,0.0822623547291961
cg00362836,0.844808341442796
cg00363312,0.498528745108982
cg00364500,0.950158290139676
cg00366136,0.931997417105559
cg00366435,0.50018967215833
cg00366950,0.928328602941843
cg00367497,0.0557741506822749
cg00367518,0.881642193002993
cg00369613,0.887413932959866
cg00369852,0.0687079635311098
cg00370355,0.953009472536413
cg00370791,0.228439541233114
cg00370841,0.656910387777621
cg00371107,0.0621959269000476
cg00372284,0.860048341650367
cg00373808,0.918817232731402
cg00374382,0.933891428837228
cg00374717,0.40559034321749
cg00376184,0.920973796387009
cg00379717,0.860565044655288
cg00379872,0.938252462442595
cg00380167,0.946441307806016
cg00381965,0.915492420365127
cg00382005,0.910200758588379
cg00383161,0.904521146316341
cg00383766,0.873690397505943
cg00384342,0.680292390922503
cg00385093,0.886649269099754
cg00386499,0.450598937492546
cg00386797,0.822884748746536
cg00386839,0.0750455220856738
cg00388556,0.146934360374912
cg00389116,0.779120208665681
cg00389526,0.911000110624716
cg00391579,0.899610877081785
cg00393155,0.955559405488306
cg00393367,0.902286706967048
cg00396618,0.922580262770562
cg00398876,0.171862923027922
cg00399596,0.0384096529391262
cg00399624,0.85904964333563
cg00400141,0.953130755754457
cg00401084,0.734799475764979
cg00401116,0.921082463536767
cg00401433,0.31809108228783
cg00402434,0.0491275025058723
cg00403457,0.0283221854916865
cg00403869,0.956692067529959
cg00405803,0.943613984256611
cg00407148,0.0118310644039701
cg00409684,0.131855802955563
cg00410898.1,0.0707391469292954
cg00410898.2,0.0546693426689524
cg00411555,0.792568634062758
cg00411965,0.901820188875409
cg00412772,0.276867256695498
cg00412805,0.498222387336768
cg00414520,0.0791836835047483
cg00416783,0.584833963708821
cg00418090,0.947278438064382
cg00418401,0.700815643452709
cg00419202,0.922118658587607
cg00419757,0.850995993777308
cg00422594,0.93591502407231
cg00422680,0.0648413957074772
cg00422730,0.727915384447302
cg00423854,0.912645158705221
cg00424048,0.280066068124442
cg00424298,0.336342948628043
cg00424367,0.812623378596866
cg00424624,0.719375136099991
cg00426154,0.811148231020748
cg00426659,0.193784707682607
cg00427623,0.0904960050712774
cg00427871,0.559137287278185
cg00428557,0.44560924533088
cg00431549,0.490362941181965
cg00431974,0.948132313350181
cg00433042,0.173483087087196
cg00434962,0.010850548853496
cg00436603,0.498558185954567
cg00436746,0.12926644179718
cg00437193,0.0545566439539042
cg00437358,0.449291959142599
cg00438646,0.885528459859955
cg00438946,0.504397916402233
cg00439117,0.651357330539814
cg00439253,0.845270212115715
cg00439445,0.883065864135699
cg00439981,0.492964306012352
cg00440980,0.497789392910522
cg00441553,0.470465792818471
cg00442423,0.935850573621839
cg00443041,0.924661058930682
cg00443833,0.901795177215655
cg00444649,0.891584833455538
cg00444928,0.942809802594686
cg00445879,0.205820368130795
cg00445959,0.496619760809952
cg00447136,0.802821808621156
cg00449321,0.758270599742931
cg00449726,0.940300468835586
cg00450713,0.889918146050183
cg00450884,0.49725952715554
cg00450891,0.947760538029412
cg00450910,0.938113386236925
cg00451044,0.0531497583616743
cg00452125,0.916127155067426
cg00453591,0.792299217163377
cg00454274,0.494186320775437
cg00454305,0.344461515578729
cg00455143,0.528713099160438
cg00455362,0.910980713292225
cg00455875,0.492654948573413
cg00456768,0.492104209580877
cg00457583,0.658419569505626
cg00458124,0.671642219143338
cg00458681,0.506354886350762
cg00458823,0.571795545546777
cg00459263,0.0665150987181035
cg00462525,0.140868045362231
cg00462994,0.500559554985589
cg00463693,0.846177784660912
cg00464569,0.959601774329814
cg00464610,0.960646400446543
cg00464803,0.187902062874956
cg00465284,0.0544430430387934
cg00465985,0.510821505588694
cg00466720,0.904629958371241
cg00466950,0.945882211894146
cg00467357,0.809243630356992
cg00469450,0.911415326794028
cg00470694,0.429878426155497
cg00470955,0.0480498645560003
cg00470976,0.621710729283659
cg00471170,0.959530401797119
cg00471663,0.598313286385597
cg00471664,0.129088726504619
cg00471897,0.943053320974244
cg00472347,0.983267095918437
cg00472898,0.738792727493598
cg00472926,0.376097923748223
cg00473176,0.174691163741208
cg00474060,0.41471266053313
cg00474657,0.725352513452473
cg00475260,0.496087410195423
cg00475509,0.427521780583271
cg00476429,0.750139123143011
cg00477261,0.391475092879717
cg00478851,0.492325001188706
cg00479641,0.958457685030322
cg00480149,0.0358732610937887
cg00480381,0.496848297065295
cg00481760,0.429802452156359
cg00481951,0.480299980930034
cg00482994,0.890268089028603
cg00483633,0.904205363029167
cg00484915,0.729874616671733
cg00485323,0.140825614800518
cg00485681,0.0945447738125859
cg00486031,0.892799784952603
cg00486113,0.492643449430165
cg00486998,0.0259310162930953
cg00487538,0.0259738203748758
cg00489376,0.776625175673689
cg00489428,0.92991628203316
cg00490620,0.797182057611793
cg00491561,0.635652918247195
cg00493297,0.893264715417023
cg00493831,0.0322168312969583
cg00493843,0.573351886953387
cg00493887,0.927903026659829
cg00495443,0.499024145671972
cg00495518,0.924483025969061
cg00499875,0.318821499349257
cg00499973,0.849208571627755
cg00500341,0.827823959423835
cg00500681,0.0461712570082172
cg00503840,0.496199716942701
cg00504333,0.597040360323711
cg00504554,0.946629831918373
cg00505361,0.446190315386491
cg00505445,0.857475696255122
cg00507817,0.046470341318216
cg00508255,0.662602172993345
cg00510450,0.930000700431557
cg00512700,0.877045624211091
cg00513357,0.632091260052576
cg00515235,0.0647893290232503
cg00515905,0.508256760287666
cg00515954,0.505057638934818
cg00516349,0.499879674236007
cg00518702,0.500674092108143
cg00518708,0.854225622892056
cg00519119,0.258109962367166
cg00519284,0.938284769548894
cg00519301,0.859543149602126
cg00519323,0.845616934579393
cg00519918,0.943109701364351
cg00521920,0.864025001120791
cg00522231,0.462034902523139
cg00522402,0.929798324104306
cg00522519,0.827927882101629
cg00522668,0.59808234220425
cg00523349,0.83759947843874
cg00523361,0.509301473651966
cg00523855,0.0559885477713904
cg00524115,0.409803944568384
cg00525251,0.914010280607201
cg00526068,0.956019639474245
cg00527415,0.446836392575425
cg00527510,0.0777625923848098
cg00528052,0.043895092504134
cg00528541,0.470502214954946
cg00529649,0.777825638274316
cg00531009,0.88350073259867
cg00531909,0.942465681947994
cg00532890,0.0263676010905423
cg00533774,0.83690550046381
cg00535482,0.0465443692417176
cg00538388,0.717546316404569
cg00539598,0.902290764008816
cg00540391,0.090379745183288
cg00540706,0.95830181854444
cg00542313,0.788629716769162
cg00542737,0.298566732368317
cg00543023,0.929983601018546
cg00543458,0.648947801655098
cg00545236,0.332230263197452
cg00545696,0.682317898129525
cg00546281,0.612436854517045
cg00546693,0.0760246380552914
cg00547789,0.0614755415189958
cg00548085,0.50418817129811
cg00548487,0.807321472625081
cg00548719,0.940968941846358
cg00549985,0.403241816369578
cg00550040,0.925334533687345
cg00551264,0.0345405609806932
cg00551503,0.437673260671038
cg00552731,0.475241959660448
cg00553880,0.0622292341530319
cg00553886,0.0572101824640314
cg00553911,0.0298703115627996
cg00554332,0.709149900742444
cg00555047,0.474982396264831
cg00555070,0.941725781323974
cg00556573,0.160518739761526
cg00557468,0.165684418038678
cg00557947,0.0140152621041091
cg00559067,0.146389532049659
cg00560327,0.877370020701792
cg00562080,0.369431069144324
cg00562438,0.861950415740702
cg00562553,0.405465045259868
cg00562749,0.497840231018828
cg00563016,0.0639118790441379
cg00563045,0.847576545126342
cg00564054,0.858876297448714
cg00566346,0.81452644374157
cg00566395,0.807204184830312
cg00566855,0.729738764005204
cg00567001,0.858957517261405
cg00568797,0.658613569507915
cg00569374,0.946029410627888
cg00570517,0.49529486749639
cg00570985,0.646880519215121
cg00571033,0.15563792596147
cg00571633,0.476831434175129
cg00571722,0.347576419190875
cg00572334,0.065575375416589
cg00573041,0.895931823501413
cg00576279,0.109405639871244
cg00576774,0.382556463847117
cg00577233,0.707715610708577
cg00577417,0.0573132886939762
cg00577835,0.303362062492633
cg00578263,0.611820602694896
cg00578937,0.0415763545280813
cg00580052,0.964407522234827
cg00580454,0.88814505585137
cg00582446,0.772101198651935
cg00582628,0.43710952815066
cg00582950,0.497246980293583
cg00583628,0.42760311672836
cg00583683,0.742190975309261
cg00585108,0.957062596838457
cg00585163,0.253628313996258
cg00585359,0.943738408453119
cg00585733,0.385981812954983
cg00586556,0.463438928875307
cg00587168,0.523841650108606
cg00589789,0.760984866853018
cg00590051,0.477295495164632
cg00591406,0.0600713390582095
cg00592151,0.953995529711213
cg00593231,0.0136230938920796
cg00593462,0.5178277011533
cg00593862,0.730590210605061
cg00594099,0.339049393207198
cg00594698,0.958251504243124
cg00595076,0.0416995667431998
cg00595156,0.922674518005824
cg00595237,0.0791988318102913
cg00595660,0.498564684441776
cg00597118,0.935809138827427
cg00597234,0.829198081887863
cg00597285,0.0322737537100075
cg00597719,0.749684789558704
cg00597759,0.891705070189236
cg00598343,0.798930368523517
cg00598724,0.863658906546038
cg00599230,0.976740967187753
cg00601070,0.401386060204611
cg00604109,0.4875292895951
cg00604987,0.439317947896691
cg00605332,0.368496695536163
cg00606085,0.239052084609463
cg00608008,0.116574120700764
cg00608221,0.535931682231569
cg00608633,0.744499173243795
cg00611149,0.0300191453523146
cg00611206,0.0191020712413912
cg00611309,0.739293171718781
cg00612583,0.900425237464102
cg00612925,0.204038211694374
cg00613562,0.0349232746101505
cg00614320,0.823324865356348
cg00614622,0.973642778067492
cg00614923,0.941071894970275
cg00615662,0.987533878901437
cg00616272,0.707312569983586
cg00618420,0.111436792450546
cg00618479,0.465533553328428
cg00619207,0.506033012186374
cg00619575,0.974815290434118
cg00620527,0.853572138701748
cg00621125,0.0411031668661088
cg00621224,0.731040338233161
cg00621654,0.60879505067066
cg00622300,0.0559457020698405
cg00622374,0.956013057423744
cg00623160,0.715737323449537
cg00623391,0.805607957958489
cg00627621,0.0576153873397442
cg00627626,0.874929213847607
cg00627678,0.607573908193055
cg00629585,0.492550412652522
cg00631268,0.604326304686051
cg00632889,0.812887338553791
cg00633857,0.047984461482926
cg00634704,0.161112733594866
cg00637411,0.641587005423679
cg00637843,0.504004724447483
cg00638532,0.487183003137094
cg00638788,0.882100941300886
cg00640107,0.949344335784062
cg00640255,0.599978128662774
cg00641826,0.538818528150895
cg00643363,0.815016344438784
cg00643485,0.90696577024003
cg00645382,0.891874495458556
cg00648405,0.892795914769781
cg00649365,0.918990689859981
cg00650240,0.518284910168486
cg00650422,0.0740205206368805
cg00651667,0.866518594631908
cg00652484,0.939068561869844
cg00653777,0.239272023782191
cg00653985,0.0533734846159673
cg00654772,0.944131101268887
cg00656055,0.912487158198496
cg00658652,0.454581126794645
cg00658736,0.884015327591253
cg00658751,0.872827413436021
cg00658920,0.869536009272
cg00658982,0.713010184948265
cg00659065,0.030074034231668
cg00659574,0.847738913280504
cg00660874,0.87201697882134
cg00661523,0.480156100796172
cg00661777,0.50417686562339
cg00662491,0.496941381196022
cg00662931,0.0777297565805048
cg00663363,0.393691705167117
cg00663972,0.0692614843088914
cg00665868,0.0477480285585932
cg00666549,0.429767720901025
cg00668187,0.42629404022485
cg00668252,0.499447889978086
cg00669285,0.915621174383477
cg00670113,0.862097457457135
cg00670697,0.921059546412721
cg00672291,0.88415101252801
cg00672555,0.0135891830557404
cg00672657,0.12190532785557
cg00672891,0.938907661755462
cg00673150,0.296205632359318
cg00674395,0.766961187756567
cg00674815,0.505697228761182
cg00675053,0.935575830510202
cg00675389,0.849639218408093
cg00676135,0.0443697645255889
cg00678568,0.624723995643531
cg00678608,0.496244475478448
cg00678823,0.942609232738913
cg00679862,0.244013353691849
cg00684550,0.751181083098869
cg00684577,0.92689938254264
cg00685149,0.675178081342361
cg00686910,0.944213267670132
cg00687049,0.577437787113525
cg00687674,0.483636636324604
cg00687713,0.859909928735236
cg00688078,0.499397169812769
cg00688252,0.421380497403035
cg00688975,0.909233846417017
cg00689383,0.950929033940187
cg00689651,0.162162553838258
cg00690028,0.928543351859461
cg00691401,0.961022806121181
cg00693817,0.879844972520802
cg00694277,0.496969264914646
cg00694357,0.059319615513333
cg00695659,0.490626372132541
cg00696175,0.85557985582484
cg00696388,0.0685640885686601
cg00696623,0.918481244127554
cg00697942,0.842836500276097
cg00698219,0.0498308074604378
cg00700237,0.316928263449625
cg00701951,0.497738522905178
cg00702638,0.476923716923714
cg00702872,0.494221947094942
cg00703091,0.130630639324013
cg00703273,0.297145688155217
cg00703619,0.821692153502526
cg00704341,0.751028839134846
cg00704763,0.788017504436718
cg00705684,0.858466689202404
cg00705730,0.507514872266976
cg00707632,0.481702161327336
cg00708404,0.970709632080239
cg00709542,0.875620823212058
cg00711678,0.948423293438002
cg00712594,0.955075480421516
cg00713411,0.0682972593660666
cg00715063,0.949904778297979
cg00715100,0.925484917009167
cg00716110,0.939238181472766
cg00716140,0.82568164545115
cg00716194,0.916049977445176
cg00716196,0.520950953889178
cg00716372,0.953953992392607
cg00717629,0.606114028838751
cg00718342,0.816779774532362
cg00719175,0.803068632757634
cg00719335,0.878675892484677
cg00719568,0.49997616594039
cg00720104,0.0313279961335368
cg00720180,0.871319368093342
cg00720992,0.505985335685166
cg00724499,0.230221830842595
cg00724865,0.6631866066689
cg00726571,0.138673803981608
cg00727061,0.943946323821835
cg00727310,0.105935074651613
cg00727382,0.972143493008654
cg00728976,0.888131987560791
cg00729699,0.496298691261517
cg00730275,0.925019289381635
cg00730730,0.948401784099099
cg00731024,0.0462886468074429
cg00731079,0.950978423125292
cg00733912,0.340584195063734
cg00735249,0.905502226712385
cg00737936,0.917955787927055
cg00738250,0.497147012959738
cg00738572,0.84557473140293
cg00738648,0.906240666118095
cg00738721,0.0510282563165607
cg00740694,0.0661662755860826
cg00740870,0.941514223365402
cg00741609,0.133755510292167
cg00741695,0.49513107619947
