CpG,mouse_median
cg00077667,0.939491906354622
cg00078463,0.93887716589435
cg00079056,0.505221255441371
cg00079224,0.875192838524036
cg00080164,0.510070697292437
cg00080475,0.789148276706295
cg00082691,0.412304739171035
cg00083068,0.850701652297035
cg00083847,0.714863931805933
cg00083937,0.484344616636769
cg00084503,0.42087222939235
cg00084577,0.85564483047059
cg00087116,0.513149696065457
cg00087778,0.75171754819623
cg00090184,0.469627732525973
cg00090384,0.926798469867887
cg00090461,0.91135179254933
cg00091093,0.425696818889635
cg00091349,0.49393947350245
cg00091693,0.487979084772829
cg00091964,0.0409956920142348
cg00092013,0.963006411269961
cg00092621,0.897117188223884
cg00092936,0.866085482641814
cg00095474,0.933977630891363
cg00096766,0.770766036450343
cg00096813,0.837605159598342
cg00096922,0.0811452797948585
cg00098422,0.954684964607613
cg00100281,0.469293461421742
cg00101175,0.880842753501283
cg00101279,0.896287320564955
cg00101491,0.903656488453648
cg00101675,0.64515872591087
cg00102584,0.0841736297521635
cg00103299,0.495911112171576
cg00103439,0.867299387903244
cg00103598,0.169276882951053
cg00103762,0.939966345131592
cg00104779,0.681742033346468
cg00106630,0.799480269464326
cg00106809,0.729537845681436
cg00106940,0.023120071454606
cg00107682,0.465815111780674
cg00109076,0.0188943099724311
cg00109300,0.0309512161862994
cg00109303,0.4721195678351
cg00109643,0.0542593902558489
cg00109797,0.0805482766450823
cg00110098,0.608702863316521
cg00110825,0.919523767044607
cg00111333,0.783920427285944
cg00112642,0.663428257535548
cg00113096,0.493863213062201
cg00113533,0.759772977614622
cg00113951,0.4954239001697
cg00114412,0.619497084183965
cg00114602,0.972020482042626
cg00115173,0.935673929933163
cg00115203,0.639128563965579
cg00115348,0.065646209990997
cg00116110,0.404402763595017
cg00116234,0.0872847953434893
cg00116289,0.912885276853193
cg00116653,0.676892755358814
cg00117744,0.570427748810497
cg00117839,0.496504912605502
cg00117955,0.944239207396227
cg00119476,0.794067396018875
cg00120227,0.883392138463211
cg00122272,0.0238420839224331
cg00122769,0.841169575788009
cg00122911,0.110054601580726
cg00124810,0.870640827501873
cg00126993,0.523356578498509
cg00127523,0.848896944343637
cg00128439,0.910127694712213
cg00130134,0.815201459476673
cg00130771,0.707974017297209
cg00131490,0.170743794650734
cg00133237,0.792648887515021
cg00133606,0.947549285682577
cg00134217,0.591830028299702
cg00134706,0.91931882062023
cg00137175,0.168619127361837
cg00138195,0.00890085741464273
cg00139115,0.971111649775587
cg00140840,0.0479377976824915
cg00141625,0.875465126581804
cg00143077,0.488669236672811
cg00143530,0.957385478287625
cg00143792,0.989727353881073
cg00145315,0.0443897537971289
cg00146111,0.824017732537821
cg00146174,0.705251263885968
cg00146253,0.826518224591379
cg00146676,0.179774525926092
cg00147440,0.864318626591708
cg00147638,0.488492540748475
cg00149071,0.0147102075060754
cg00149213,0.493507438424492
cg00149440,0.719690372496489
cg00149689,0.856229833158656
cg00152260,0.0522608804133974
cg00152482,0.859059815543779
cg00153046,0.808706209940829
cg00153387,0.475252332784604
cg00154486,0.405919025878957
cg00156720,0.586202086267974
cg00156769,0.954441632955028
cg00157812,0.848427474155981
cg00158333,0.117385779813707
cg00159243,0.282063804243068
cg00159476,0.849558599297177
cg00159753,0.932121534306642
cg00160892,0.261616895532834
cg00162326,0.948279181296167
cg00162625,0.510483043705049
cg00164295,0.491379598078488
cg00165325,0.183952220487587
cg00166579,0.0205684737598734
cg00166917,0.953928219068225
cg00167250,0.663509918212454
cg00167491,0.0538768760360209
cg00167853,0.588331211509182
cg00168042,0.459272552490638
cg00168721,0.932311683642948
cg00168727,0.478592047838859
cg00168942,0.499270262759137
cg00169860,0.918896984913275
cg00170518,0.891549013683652
cg00174373,0.0467278701730464
cg00174687,0.792040486302368
cg00175324,0.615768759364192
cg00176482,0.896264536971251
cg00177385,0.830071879595384
cg00178703,0.79101931285036
cg00179574,0.839972534264738
cg00179765,0.820894331881693
cg00180385,0.450976805164003
cg00180589,0.829957129753163
cg00180801,0.49361885128116
cg00180917,0.0234905462322426
cg00181100,0.0433361882481057
cg00181698,0.907012442538983
cg00183899,0.761064973624258
cg00184699,0.036546484727193
cg00185982,0.681111944805689
cg00186529,0.485966730031965
cg00187380,0.147949304992045
cg00187832,0.853470348765968
cg00189226,0.843885123369494
cg00190744,0.947150693093219
cg00190912,0.974431758135667
cg00190934,0.0504639454293651
cg00191058,0.847709522746718
cg00192066,0.792394529640695
cg00192998,0.652499838414792
cg00193075,0.930446198867223
cg00193158,0.98620653517405
cg00193345,0.117295525671059
cg00194126,0.491909038460663
cg00194146,0.494146496475638
cg00194417,0.761743336475625
cg00194857,0.242783603701195
cg00195533,0.323015597896909
cg00195577,0.24330397007967
cg00196544,0.941547844461483
cg00197024,0.0985489201204384
cg00197058,0.510878812447055
cg00197325,0.917103393381636
cg00197456,0.0801602977624106
cg00199273,0.51151490175782
cg00199899,0.960266155752717
cg00200794,0.9448834725815
cg00200899,0.320163944376057
cg00201390,0.234030278299498
cg00202143,0.521624534612564
cg00202194,0.947165287621451
cg00203745,0.859319792768243
cg00204390,0.0646673610307792
cg00204462,0.88693487300478
cg00205229,0.95088523999497
cg00205619,0.860159262731133
cg00206304,0.983195930551325
cg00207040,0.753095435457151
cg00207813,0.631843717450344
cg00207962,0.0582159784293003
cg00208586,0.899963709265163
cg00209445,0.891688068813353
cg00211337,0.915241736336469
cg00211372,0.944778866816037
cg00211423,0.714156133708132
cg00211803,0.93391406445694
cg00213533,0.753696176067173
cg00214262,0.95007418293495
cg00215378,0.484755650541457
cg00216013,0.987089507490777
cg00216659,0.0724597635676284
cg00217702,0.955030407503678
cg00218407,0.935907057381541
cg00218447,0.209982243544275
cg00219921,0.491598420665155
cg00220188,0.810229470932612
cg00220465,0.110861280007942
cg00220722,0.601680522921126
cg00220825,0.560953918596076
cg00222071,0.0291457177644394
cg00222474,0.117752737922189
cg00223609,0.486284765079907
cg00225449,0.0325275266706907
cg00227334,0.842638216097489
cg00228489,0.934411008469006
cg00230271,0.495106933054002
cg00232174,0.958601874271713
cg00234132,0.142055914920588
cg00234378,0.0309025260127616
cg00235789,0.89902939981927
cg00236075,0.877425878164151
cg00236139,0.399830878116838
cg00236396,0.788834954718495
cg00238638,0.826746167100471
cg00238826,0.828237594780659
cg00239815,0.188545761412354
cg00240737,0.890015331210982
cg00240849,0.684240976599446
cg00242883,0.503520041548106
cg00243488,0.0479317396591688
cg00244134,0.932447733908253
cg00244213,0.983144319291341
cg00246701,0.444303598345635
cg00246767,0.916592140256727
cg00247020,0.0518151691047018
cg00247437,0.490703352085537
cg00247864,0.521843989938616
cg00247972,0.559677342639642
cg00249321,0.85207013306992
cg00249744,0.0771879882133141
cg00249943,0.927342035324464
cg00250171,0.527221138507698
cg00250365,0.662084130617894
cg00250826,0.82899184295713
cg00251344,0.266554496587634
cg00251385,0.911653988632101
cg00251628,0.805742379500249
cg00251636,0.233625563914522
cg00252404,0.926447453512846
cg00252955,0.94362168521041
cg00253748,0.793882458137065
cg00253867,0.666564507261712
cg00256784,0.872121645709303
cg00256932,0.678108136075872
cg00257455,0.495581036029372
cg00257941,0.881961398527122
cg00257950,0.488379663456443
cg00258173,0.781108480271676
cg00258262,0.858674162096446
cg00259292,0.85302672198186
cg00259935,0.801002776866061
cg00259969,0.830719298348398
cg00261096,0.883599976146461
cg00261570,0.118600171093755
cg00261781,0.5
cg00262856,0.566996163470445
cg00263654,0.549998856843622
cg00264131,0.564000485012497
cg00264579,0.521534674708304
cg00264615,0.241909498748269
cg00265484,0.496038939056579
cg00266822,0.169778439048864
cg00267231,0.724865412680295
cg00267482,0.465429920228614
cg00267853,0.48679562702889
cg00269503,0.331068443210032
cg00270194,0.719659006394614
cg00271154,0.0632324720326969
cg00271378,0.812374805216897
cg00271426,0.0822515721561815
cg00271703,0.62305992882915
cg00272971,0.171870609631562
cg00273046,0.823937320787801
cg00273076,0.422634679153751
cg00274492,0.621828594046953
cg00279054,0.0491067661919684
cg00279752,0.945795890321234
cg00280963,0.836913957521709
cg00281024,0.860317100605869
cg00281640,0.955115329662905
cg00281833,0.569012754012892
cg00282490,0.925755287556441
cg00282704,0.466854304201999
cg00282792,0.73603744890246
cg00284078,0.916492071789234
cg00286137,0.864798195528873
cg00286320,0.413811612548592
cg00286916,0.0483297877047861
cg00287915,0.494088267694429
cg00289591,0.969304697997373
cg00290109,0.690040606150887
cg00290302,0.624757431088172
cg00290812,0.739823013969805
cg00292639,0.914813010749803
cg00293511,0.0820617560606319
cg00294442,0.018472398124024
cg00295657,0.113559188111411
cg00295725,0.43900901680088
cg00296110,0.547233341724579
cg00296428,0.111678258693002
cg00297075,0.863788280835471
cg00297600,0.497704768169936
cg00297805,0.84121406360415
cg00297951,0.606265722510337
cg00298032,0.865699103265597
cg00298301,0.806702850412737
cg00298697,0.210086764113871
cg00299517,0.879433569690974
cg00300211,0.10376619520969
cg00300224,0.565271404148548
cg00300233,0.780994981581306
cg00301020,0.720818378304946
cg00301226,0.837470477485983
cg00301801,0.164818677256294
cg00304629,0.0276183357708818
cg00304877,0.474796998887231
cg00306239,0.901322855452154
cg00307913,0.705329189159056
cg00308441,0.0350390346793308
cg00308763,0.536072167129642
cg00309259,0.925390001825543
cg00309562,0.821559174944855
cg00309578,0.973993607893333
cg00310182,0.0397942970610448
cg00310215,0.0580815766020316
cg00311846,0.0714024074926541
cg00311934,0.641283030202303
cg00312241,0.946410857874989
cg00314427,0.143622723562292
cg00315292,0.0918119555552022
cg00316483,0.0162131684007532
cg00317287,0.893818647132043
cg00318947,0.485956046658261
cg00319727,0.759041688675539
cg00320782,0.180034634281562
cg00321644,0.865938599246539
cg00323008,0.735844077264801
cg00323590,0.99010628061943
cg00323965,0.0462410845480192
cg00324097,0.453506260109468
cg00324161,0.162714774289566
cg00324422,0.865401306514199
cg00324754,0.745631463457733
cg00324991,0.120997190783188
cg00325115,0.790203557352481
cg00325217,0.840081012299647
cg00325478,0.239833055964194
cg00325725,0.8013795313585
cg00328865,0.419616939712925
cg00330845,0.26228238067856
cg00331096,0.0676102742815341
cg00331190,0.0252457992849305
cg00331900,0.0144610295626917
cg00332221,0.830924740474034
cg00332561,0.427999006472059
cg00334236,0.894463058786586
cg00335286,0.506930650811297
cg00338702,0.488015614627373
cg00339654,0.107012151708793
cg00339708,0.0417821053857362
cg00340124,0.641295409241487
cg00343067,0.931590815539838
cg00343092,0.43727744390317
cg00343217,0.0561457306338213
cg00345769,0.489835584124834
cg00345983,0.932121736519071
cg00347775,0.555110363106117
cg00349017,0.874587420335327
cg00349375,0.0554269534092774
cg00350004,0.756931724813345
cg00350220,0.502644203952329
cg00350702.1,0.0360318000626608
cg00350702.2,0.0349964700149663
cg00351264,0.908458600018221
cg00356067,0.4991533261955
cg00359086,0.809507959591218
cg00359760,0.755034155690814
cg00360105,0.0173310845336855
cg00360524,0.828443137258732
cg00362487,0.126908518487487
cg00362836,0.691557269326455
cg00363312,0.495692020532552
cg00364500,0.940145223383994
cg00366136,0.92652123676217
cg00366435,0.498378167950825
cg00366950,0.841934738162697
cg00367497,0.0643005131532978
cg00367518,0.766719603329557
cg00369613,0.906223617075789
cg00369852,0.287014923145458
cg00370355,0.958536447836491
cg00370791,0.127787067421061
cg00370841,0.773247423721041
cg00371107,0.0665011223867518
cg00372284,0.640283889265605
cg00373808,0.844605515876985
cg00374382,0.924341766840381
cg00374717,0.11772049892696
cg00376184,0.894748817337315
cg00379717,0.919180704604699
cg00379872,0.898032597162414
cg00380167,0.946453493218982
cg00381965,0.924853454514358
cg00382005,0.805844539610976
cg00383161,0.887319156189964
cg00383766,0.766189821618153
cg00384342,0.4499409410766
cg00385093,0.943793470574994
cg00386499,0.395537486281358
cg00386797,0.829803135700261
cg00386839,0.0723696650880935
cg00388556,0.118943700389152
cg00389116,0.51088265822095
cg00389526,0.883448095772001
cg00391579,0.518662014083806
cg00393155,0.961340287356907
cg00393367,0.892229796280792
cg00396618,0.782734074826095
cg00398876,0.118864216700635
cg00399596,0.0365191866920217
cg00399624,0.023443804588397
cg00400141,0.942767524272198
cg00401084,0.54992937548713
cg00401116,0.918981592091462
cg00401433,0.146973475781199
cg00402434,0.0453020327047995
cg00403457,0.0298861863138332
cg00403869,0.958091392964166
cg00405803,0.922412693958332
cg00407148,0.0123833443022514
cg00409684,0.112343575460379
cg00410898.1,0.190853050509693
cg00410898.2,0.209357607102832
cg00411555,0.780609945139506
cg00411965,0.858369455491284
cg00412772,0.280165505986528
cg00412805,0.510456084228228
cg00414520,0.0811748669426957
cg00416783,0.813850175309791
cg00418090,0.976175525920625
cg00418401,0.507508730391355
cg00419202,0.874140298429537
cg00419757,0.849945999980759
cg00422594,0.921255467043379
cg00422680,0.574581878097697
cg00422730,0.628380030648618
cg00423854,0.575715140145747
cg00424048,0.36410241933253
cg00424298,0.121477365060252
cg00424367,0.439255288341431
cg00424624,0.739992638356975
cg00426154,0.853573062207785
cg00426659,0.479851600032211
cg00427623,0.103488424753166
cg00427871,0.554183891877551
cg00428557,0.394803449278591
cg00431549,0.489067834335894
cg00431974,0.939769280573527
cg00433042,0.112518067012075
cg00434962,0.0112109482106511
cg00436603,0.497962339235652
cg00436746,0.0976136253144421
cg00437193,0.0676507119192141
cg00437358,0.490671788638314
cg00438646,0.837601601729986
cg00438946,0.645627898259534
cg00439117,0.837023578509365
cg00439253,0.883630522476447
cg00439445,0.949891524617777
cg00439981,0.490607971194156
cg00440980,0.494497808524586
cg00441553,0.462915463872032
cg00442423,0.952860861046526
cg00443041,0.920553079613072
cg00443833,0.92161772878847
cg00444649,0.926597337820115
cg00444928,0.922892998601537
cg00445879,0.151876145962579
cg00445959,0.496069438281216
cg00447136,0.86647102295927
cg00449321,0.742804791497677
cg00449726,0.951862844000393
cg00450713,0.91902669344099
cg00450884,0.501837350049223
cg00450891,0.94604094139241
cg00450910,0.950951869034636
cg00451044,0.0448667382945514
cg00452125,0.922674261061982
cg00453591,0.842787797458091
cg00454274,0.495243436590612
cg00454305,0.35062914689328
cg00455143,0.806058544131398
cg00455362,0.939089074816035
cg00455875,0.492097501992318
cg00456768,0.490236746364344
cg00457583,0.8454182237622
cg00458124,0.712742642406458
cg00458681,0.505018332755464
cg00458823,0.537228822626056
cg00459263,0.0749896193621297
cg00462525,0.169767955239459
cg00462994,0.497459736831105
cg00463693,0.834469032605535
cg00464569,0.950578908404941
cg00464610,0.973285122781748
cg00464803,0.102182593067115
cg00465284,0.0585639756159028
cg00465985,0.518790916979078
cg00466720,0.938001766304796
cg00466950,0.501440537587568
cg00467357,0.80558683223156
cg00469450,0.895742188350312
cg00470694,0.503687903903142
cg00470955,0.0653520255129304
cg00470976,0.670731289854721
cg00471170,0.951649765618145
cg00471663,0.576034754272166
cg00471664,0.0401874400429862
cg00471897,0.967230672773686
cg00472347,0.986258264934416
cg00472898,0.721632389652222
cg00472926,0.894079311567694
cg00473176,0.105397053197499
cg00474060,0.38512141732645
cg00474657,0.805253083610068
cg00475260,0.494979303498718
cg00475509,0.4526774325327
cg00476429,0.683777046179187
cg00477261,0.46975814157822
cg00478851,0.474099648069245
cg00479641,0.912504887350122
cg00480149,0.0312450639636012
cg00480381,0.495949161667732
cg00481760,0.304850344282036
cg00481951,0.470395684988296
cg00482994,0.508578459530207
cg00483633,0.878993650668312
cg00484915,0.609039119500657
cg00485323,0.433548385143599
cg00485681,0.0900962257684016
cg00486031,0.852044711097767
cg00486113,0.493420960214732
cg00486998,0.0227839773138232
cg00487538,0.0541566019914067
cg00489376,0.9149447571404
cg00489428,0.932677949859369
cg00490620,0.763567613517715
cg00491561,0.74040422326516
cg00493297,0.908975233558588
cg00493831,0.0451601984334103
cg00493843,0.737266602792921
cg00493887,0.960461657063688
cg00495443,0.4821048298126
cg00495518,0.939129114576285
cg00499875,0.305534901624182
cg00499973,0.876572663357933
cg00500341,0.856624688431997
cg00500681,0.0403672878491505
cg00503840,0.49616083470524
cg00504333,0.606709699531335
cg00504554,0.913519527841585
cg00505361,0.491631537558867
cg00505445,0.71809365868186
cg00507817,0.0666070792741832
cg00508255,0.7136204590349
cg00510450,0.911804460669703
cg00512700,0.905906982703902
cg00513357,0.469583388179609
cg00515235,0.0715022694521523
cg00515905,0.496556317716695
cg00515954,0.586913408863184
cg00516349,0.498507332006256
cg00518702,0.396644999200714
cg00518708,0.8588644696213
cg00519119,0.470869050280012
cg00519284,0.933596779589466
cg00519301,0.686687378852389
cg00519323,0.879405906017336
cg00519918,0.966463902454408
cg00521920,0.653732793173111
cg00522231,0.393985186894773
cg00522402,0.928670281462377
cg00522519,0.919600543627779
cg00522668,0.81486107449292
cg00523349,0.696307536391538
cg00523361,0.516278198378089
cg00523855,0.0949320636582322
cg00524115,0.287192791925113
cg00525251,0.858757770640785
cg00526068,0.950332296301277
cg00527415,0.550031457207183
cg00527510,0.28258430992827
cg00528052,0.0404523614127461
cg00528541,0.790109438394836
cg00529649,0.627479028171278
cg00531009,0.883591940576784
cg00531909,0.943101650650156
cg00532890,0.0275374280023753
cg00533774,0.845410830760848
cg00535482,0.113177675155427
cg00538388,0.723389965435368
cg00539598,0.882334599534175
cg00540391,0.0792998177888952
cg00540706,0.957734202852416
cg00542313,0.139239330415928
cg00542737,0.282049205664317
cg00543023,0.109875118845265
cg00543458,0.641168657159584
cg00545236,0.286154749463669
cg00545696,0.900892589382808
cg00546281,0.843297489030497
cg00546693,0.0757920508010429
cg00547789,0.508518889996425
cg00548085,0.919094665202636
cg00548487,0.746113288574053
cg00548719,0.955863283096579
cg00549985,0.0689807232887058
cg00550040,0.917630374894864
cg00551264,0.0382034665591259
cg00551503,0.444309904896557
cg00552731,0.459834859100017
cg00553880,0.0589556660336209
cg00553886,0.0736882787344705
cg00553911,0.0319538177920323
cg00554332,0.318216505152317
cg00555047,0.474164809959192
cg00555070,0.957669963680355
cg00556573,0.292297335523703
cg00557468,0.212930995711321
cg00557947,0.0541803118775962
cg00559067,0.159460819999593
cg00560327,0.923388711008625
cg00562080,0.352931989405877
cg00562438,0.915477410332923
cg00562553,0.401918407796143
cg00562749,0.500803403890374
cg00563016,0.0618621402061773
cg00563045,0.879810083662239
cg00564054,0.950381573144466
cg00566346,0.752296836653229
cg00566395,0.815454763499406
cg00566855,0.677977559219427
cg00567001,0.911032801444957
cg00568797,0.699000403802627
cg00569374,0.932358285147683
cg00570517,0.501233642965346
cg00570985,0.659523422593417
cg00571033,0.198968988761808
cg00571633,0.480734409347959
cg00571722,0.47562910501836
cg00572334,0.0537044783382736
cg00573041,0.922809761558311
cg00576279,0.0923642385956938
cg00576774,0.138866211300602
cg00577233,0.621984107547073
cg00577417,0.0537528382875283
cg00577835,0.569852920078812
cg00578263,0.813081706019461
cg00578937,0.0445450858877771
cg00580052,0.590243029243051
cg00580454,0.825202466820631
cg00582446,0.596356354562393
cg00582628,0.500566538133805
cg00582950,0.496381349468118
cg00583628,0.261410934454
cg00583683,0.689131411485941
cg00585108,0.88373517163528
cg00585163,0.388123377193021
cg00585359,0.94670825938573
cg00585733,0.384965357636315
cg00586556,0.605085227429941
cg00587168,0.560692684626994
cg00589789,0.657093999283533
cg00590051,0.160220155514223
cg00591406,0.071108884119544
cg00592151,0.940170565825912
cg00593231,0.0185560727589021
cg00593462,0.522160758687579
cg00593862,0.660711013881975
cg00594099,0.022097329717939
cg00594698,0.950481307842248
cg00595076,0.0318145491919754
cg00595156,0.980645003044721
cg00595237,0.145955388449654
cg00595660,0.610739287968063
cg00597118,0.868876663911817
cg00597234,0.566128317513531
cg00597285,0.0347571463460744
cg00597719,0.799913272355959
cg00597759,0.919860826768279
cg00598343,0.732285363528604
cg00598724,0.787994389551168
cg00599230,0.977598076519819
cg00601070,0.474259002715326
cg00604109,0.479239250036374
cg00604987,0.47984154562003
cg00605332,0.36187175145087
cg00606085,0.254135618383159
cg00608008,0.111171503429362
cg00608221,0.662632087263137
cg00608633,0.565299659406868
cg00611149,0.0318924713151626
cg00611206,0.0203889240812164
cg00611309,0.445112460194377
cg00612583,0.931009591536485
cg00612925,0.211190936754703
cg00613562,0.0350380165906915
cg00614320,0.559250989141642
cg00614622,0.970698270143796
cg00614923,0.102878251793893
cg00615662,0.986375741361356
cg00616272,0.656451902229828
cg00618420,0.409039450312317
cg00618479,0.532008465266722
cg00619207,0.500935563508892
cg00619575,0.960637128380507
cg00620527,0.825133912513892
cg00621125,0.0444554567026511
cg00621224,0.654517754286807
cg00621654,0.840026227533461
cg00622300,0.883839280498021
cg00622374,0.954525794573354
cg00623160,0.647659670351252
cg00623391,0.828717276031901
cg00627621,0.0897619447466587
cg00627626,0.908285057278826
cg00627678,0.832038481714402
cg00629585,0.480597061696515
cg00631268,0.586685663719051
cg00632889,0.726904878070422
cg00633857,0.0990818161395835
cg00634704,0.219712449382284
cg00637411,0.662378377708254
cg00637843,0.495268692620243
cg00638532,0.487871710782073
cg00638788,0.899036379870556
cg00640107,0.911583162708172
cg00640255,0.557178637660554
cg00641826,0.545414755621694
cg00643363,0.788667443496379
cg00643485,0.880222425061119
cg00645382,0.801519261143106
cg00648405,0.556504653187466
cg00649365,0.898213441132508
cg00650240,0.495621667504092
cg00650422,0.0793866819979604
cg00651667,0.858387911303438
cg00652484,0.933733179908227
cg00653777,0.364876820467008
cg00653985,0.0564252291648228
cg00654772,0.935315869461659
cg00656055,0.923095970367093
cg00658652,0.491566282752143
cg00658736,0.893090321059724
cg00658751,0.606458229380425
cg00658920,0.663090301603756
cg00658982,0.791912714485781
cg00659065,0.0467134080644139
cg00659574,0.804065452443629
cg00660874,0.86257925915148
cg00661523,0.478676382249379
cg00661777,0.503557129702376
cg00662491,0.4961211144935
cg00662931,0.462540463382312
cg00663363,0.375447183906517
cg00663972,0.0871325569306825
cg00665868,0.115703304697428
cg00666549,0.566497558500425
cg00668187,0.638196963106732
cg00668252,0.496918770619115
cg00669285,0.920980807920576
cg00670113,0.857043012814148
cg00670697,0.884112166106456
cg00672291,0.888134964809048
cg00672555,0.0184674137504243
cg00672657,0.12738708684033
cg00672891,0.927013675027071
cg00673150,0.678079098026856
cg00674395,0.804168768999385
cg00674815,0.473631254206615
cg00675053,0.941663369547982
cg00675389,0.834322393706191
cg00676135,0.0599706357543873
cg00678568,0.570810171833215
cg00678608,0.494295606995498
cg00678823,0.938049641326519
cg00679862,0.366143703257518
cg00684550,0.725483045987986
cg00684577,0.91085789990394
cg00685149,0.521426164089336
cg00686910,0.914459760096786
cg00687049,0.876615528309944
cg00687674,0.485439094166647
cg00687713,0.596731190268137
cg00688078,0.499230636202797
cg00688252,0.244668159069456
cg00688975,0.946017720596552
cg00689383,0.942793473637324
cg00689651,0.100385452007805
cg00690028,0.913684453045298
cg00691401,0.964433417395688
cg00693817,0.075665651469503
cg00694277,0.500376980626689
cg00694357,0.0596861604077918
cg00695659,0.48894237751942
cg00696175,0.568038365249343
cg00696388,0.067519001682886
cg00696623,0.850394456703518
cg00697942,0.697287636662889
cg00698219,0.0700670442047543
cg00700237,0.68568266153311
cg00701951,0.495246139610048
cg00702638,0.466988513257498
cg00702872,0.486463494195739
cg00703091,0.171469391098361
cg00703273,0.482825389247608
cg00703619,0.852532339750637
cg00704341,0.682418615292796
cg00704763,0.904134820565506
cg00705684,0.838455638896916
cg00705730,0.503105401998207
cg00707632,0.794866359311665
cg00708404,0.969934954130678
cg00709542,0.87907757616683
cg00711678,0.960114461256242
cg00712594,0.574726712493869
cg00713411,0.0471193338574218
cg00715063,0.949674271749422
cg00715100,0.925748035090982
cg00716110,0.915166929758213
cg00716140,0.823042888274034
cg00716194,0.91144194472986
cg00716196,0.478681615817163
cg00716372,0.951765070976599
cg00717629,0.0231245116435565
cg00718342,0.796465141385117
cg00719175,0.745303579016056
cg00719335,0.932369068106016
cg00719568,0.497370605384206
cg00720104,0.0324541879607545
cg00720180,0.86734362734413
cg00720992,0.686805636670369
cg00724499,0.190248732457467
cg00724865,0.709426482853664
cg00726571,0.357416873773896
cg00727061,0.977192063988867
cg00727310,0.0900514794005744
cg00727382,0.289557025316895
cg00728976,0.641892054950578
cg00729699,0.485032048326722
cg00730275,0.936334558146411
cg00730730,0.930825351215736
cg00731024,0.190854831217955
cg00731079,0.942482897869377
cg00733912,0.597095256158659
cg00735249,0.945248877843764
cg00737936,0.895789924591012
cg00738250,0.496453294078222
cg00738572,0.91239831458242
cg00738648,0.894879764939468
cg00738721,0.0503222955636953
cg00740694,0.0671287815470091
cg00740870,0.892188437577173
cg00741609,0.117483178426084
cg00741695,0.492029538762431
cg00742557,0.0411075182942735
cg00743491,0.892640408305579
