CpG ID,Coefficient,Coefficient rounded,Symbol,strand,ENSEMBL,Gene Length,annotation,Chromatin State,PRC Binding Site,CpG Island,Human hg38,Mouse mm9
cg01182628,-0.087899844,-0.088,MAML3,+,ENSG00000196782,437688,"Intron (uc011chd.1/55534, intron 1 of 3)",EnhA17,None,TRUE,chr4:141030964,chr3:51866182
cg01203708,0.381162692,0.38,KIF18A,-,ENSG00000121621,87584,"Exon (uc001msc.2/81930, exon 7 of 17)",Tx8,None,TRUE,chr11:28106312,chr2:109136819
cg01242319,0.013203218,0.013,RABAC1,-,ENSG00000105404,2696,Distal Intergenic,BivProm3,None,TRUE,chr19:42442112,chr7:25738500
cg01456011,-0.034850431,-0.035,PGS1,+,ENSG00000087157,45905,"Exon (uc002jvm.3/9489, exon 8 of 10)",TxEnh6,None,TRUE,chr17:76411002,chr11:117875930
cg01546670,0.207860414,0.21,AP2A1,+,ENSG00000196961,36454,"Exon (uc002ppn.3/160, exon 4 of 24)","TxEx3,TxEx2",None,TRUE,chr19:50285850,chr7:52171341
cg01567668,-0.015771641,-0.016,ACACA,+,ENSG00000278540,37790,"Intron (uc010wdb.2/31, intron 2 of 7)",EnhA17,None,TRUE,chr17:35474523,chr11:84190144
cg01674452,-0.176162827,-0.18,HNRNPC,-,ENSG00000092199,60343,5' UTR,TxEx4,None,TRUE,chr14:21730789,chr14:52717026
cg01988539,0.212639675,0.21,SSBP2,-,ENSG00000145687,333894,Promoter (<=1kb),PromF4,None,FALSE,chr5:81046919,chr13:91600733
cg02021454,-0.081539047,-0.082,INSIG2,-,ENSG00000125629,6825,Distal Intergenic,PromF2,None,TRUE,chr2:118942942,chr1:123120930
cg02028344,0.089101519,0.089,USP34,-,ENSG00000115464,283260,3' UTR,Tx7,None,TRUE,chr2:61414803,chr11:23389618
cg02071066,-0.228933315,-0.23,MIR548D2,+,ENSG00000263690,73760,Distal Intergenic,BivProm3,None,TRUE,chr16:22693214,chr7:128403201
cg02206762,0.024160991,0.024,ATP5MC3,+,ENSG00000154518,5505,Distal Intergenic,Acet2,None,TRUE,chr2:176355280,chr2:74007088
cg02270531,-0.026482725,-0.026,FOXP4,-,ENSG00000137166,55959,"Intron (uc003oql.3/116113, intron 13 of 16)",TxWk2,None,FALSE,chr6:41561353,chr17:48009508
cg02330041,0.008660619,0.0087,HOXD10,-,ENSG00000128710,3179,Promoter (<=1kb),ReprPC1,PRC2,TRUE,chr2:176981812,chr2:74530287
cg02407848,-0.160253913,-0.16,HUWE1,-,ENSG00000086758,61505,"Exon (uc004dsn.4/10075, exon 42 of 53)",TxEx3,None,TRUE,chr23:53570826,chr20:148358124
cg02466947,0.19828356,0.2,LINC00461,+,ENSG00000245526,8884,Promoter (<=1kb),BivProm2,None,TRUE,chr5:87969157,NA
cg02571413,-0.116808368,-0.12,ZNF503-AS2,+,ENSG00000237149,7455,"Intron (uc010qlf.2/100131213, intron 1 of 1)",BivProm2,PRC2,FALSE,chr10:77165149,chr14:22810689
cg02574410,-0.549033857,-0.55,NUCKS1,-,ENSG00000069275,37426,Promoter (<=1kb),TSS1,None,FALSE,chr1:205719332,chr1:133807084
cg02662015,0.04154424,0.042,NOL4L,+,ENSG00000197183,40524,"Exon (uc002wxu.5/140688, exon 5 of 8)",TxEx2,None,TRUE,chr20:31041274,NA
cg02749789.2,0.731251847,0.73,YWHAE,+,ENSG00000108953,55723,Promoter (<=1kb),PromF4,None,TRUE,chr17:1303531,chr11:75546402
cg02955020,-0.050069227,-0.05,PBX1,-,ENSG00000185630,292464,"Exon (uc001gct.3/5087, exon 7 of 9)",Tx5,None,TRUE,chr1:164789358,chr1:170115149
cg03123085,-0.017488049,-0.017,CNTLN,-,ENSG00000044459,368880,"Intron (uc003zmz.2/54875, intron 8 of 24)",EnhWk4,None,TRUE,chr9:17323292,chr4:84633320
cg03126084,-0.01873008,-0.019,PSAT1,-,ENSG00000135069,32951,Distal Intergenic,Quies3,None,TRUE,chr9:81246544,chr19:15659269
cg03176431,0.029510701,0.03,KAT6B,-,ENSG00000156650,206210,"Exon (uc001jwm.2/23522, exon 7 of 18)",TxWk1,None,TRUE,chr10:76732345,chr14:22441257
cg03264110,-0.113436737,-0.11,ZNF423,+,ENSG00000102935,173622,"Intron (uc010vgn.3/23090, intron 3 of 5)",EnhA3,None,TRUE,chr16:49630064,chr8:90274134
cg03291757,0.201561128,0.2,LBX1,+,ENSG00000138136,1985,Downstream (2-3kb),ReprPC1,PRC2,FALSE,chr10:102984593,chr19:45305851
cg03529432,0.00020631,0.00021,HOXA-AS3,+,ENSG00000254369,15565,"Intron (uc003syr.2/100133311, intron 1 of 2)",BivProm4,PRC2,FALSE,chr7:27187502,chr6:52158757
cg03598688,0.082709579,0.083,SMAD6,-,ENSG00000137834,73408,Distal Intergenic,HET8,None,TRUE,chr15:67178857,NA
cg03600207,0.015274983,0.015,ZIC4,+,ENSG00000174963,20762,"Exon (uc003ewc.2/84107, exon 1 of 3)",BivProm2,PRC2,FALSE,chr3:147113740,chr9:91274138
cg03711808,-0.051605591,-0.052,PCF11,-,ENSG00000165494,12901,Promoter (<=1kb),PromF4,None,TRUE,chr11:82868585,chr7:99818026
cg03798232,-0.046605905,-0.047,SPRY2,-,ENSG00000136158,4975,Promoter (<=1kb),TSS1,PRC2,FALSE,chr13:80915505,chr14:106296599
cg03843987,0.179320271,0.18,MIR3134,-,ENSG00000264354,353714,"Exon (uc004bfv.3/9991, exon 7 of 14)",TxEnh4,None,TRUE,chr9:115013271,chr4:59506120
cg04060154,0.134939038,0.13,RNF220,+,ENSG00000187147,246437,"Intron (uc001clv.1/55182, intron 2 of 14)",ReprPC7,None,TRUE,chr1:45075877,chr4:116985346
cg04086891,-0.004012079,-0.004,MIR4318,-,ENSG00000266530,81,Distal Intergenic,Quies1,None,TRUE,chr18:35276506,chr18:26063513
cg04102896,0.057852858,0.058,DNAH6,+,ENSG00000115423,303135,"Exon (uc010fgb.3/1768, exon 30 of 77)",ReprPC4,None,TRUE,chr2:84861637,chr6:73092382
cg04211240,0.071293034,0.071,MIR9-3HG,-,ENSG00000255571,30389,"Intron (uc002bnv.2/254559, intron 1 of 6)",ReprPC1,PRC2,TRUE,chr15:89916174,chr7:86654993
cg04256838,-0.009449093,-0.0094,SHOX2,+,ENSG00000168779,10153,Distal Intergenic,ReprPC4,None,TRUE,chr3:157779840,chr3:66742662
cg04324237,0.015091685,0.015,PRPF38B,+,ENSG00000134186,9491,Promoter (<=1kb),PromF4,PRC1,TRUE,chr1:109235444,chr3:108714126
cg04337186,0.095681525,0.096,MECP2,-,ENSG00000169057,75925,"Exon (uc004fjv.2/4204, exon 4 of 4)",TxEx3,None,TRUE,chr23:153296852,NA
cg04422341,0.144744246,0.14,SCMH1,+,ENSG00000010803,214945,Distal Intergenic,BivProm1,PRC2,TRUE,chr1:41828003,chr4:119959456
cg04486940,-0.020123023,-0.02,ERI3,+,ENSG00000117419,134198,"Intron (uc010okv.2/79033, intron 5 of 6)",EnhA14,None,TRUE,chr1:44727010,chr4:117309949
cg04604747,-0.056123654,-0.056,DBX1,+,ENSG00000109851,4110,Promoter (<=1kb),ReprPC1,PRC2,FALSE,chr11:20182133,chr7:56892331
cg04625646,0.15471905,0.15,MIR3193,+,ENSG00000264395,55,Distal Intergenic,TSS2,PRC2,FALSE,chr20:30196433,chr2:152565203
cg04679197,-0.124440113,-0.12,ERI3,+,ENSG00000117419,134198,"Intron (uc010okv.2/79033, intron 6 of 6)",EnhA1,None,TRUE,chr1:44705535,NA
cg04712826,-0.082350964,-0.082,PRUNE2,+,ENSG00000106772,294712,"Exon (uc011lsk.2/158471, exon 6 of 12)",EnhA10,None,TRUE,chr9:79253134,chr19:17273672
cg04834810,0.000390997,0.00039,RNF19B,+,ENSG00000116514,28237,"Exon (uc001bwm.4/127544, exon 8 of 9)",TxEx2,None,TRUE,chr1:33404113,NA
cg04840997,0.14423822,0.14,TLX3,-,ENSG00000164438,2851,Distal Intergenic,ReprPC2,None,TRUE,chr5:170749822,chr11:33092449
cg04891368,0.128012228,0.13,RPS6KC1,+,ENSG00000136643,200597,Distal Intergenic,EnhWk4,None,TRUE,chr1:213598667,NA
cg04927657,-0.03655447,-0.037,KDM5C,+,ENSG00000126012,34102,Promoter (<=1kb),PromF4,None,FALSE,chr23:53254027,chr20:148668147
cg04958799,0.000449823,0.00045,LRP4,+,ENSG00000134569,61906,"Exon (uc001ndn.4/4038, exon 17 of 38)",TxEx3,PRC1,TRUE,chr11:46908057,chr2:91325937
cg05130666,-7.46E-05,-7.50E-05,ZNF703,-,ENSG00000183779,3096,Distal Intergenic,EnhA2,None,TRUE,chr8:37238577,NA
cg05188363,0.001194552,0.0012,ZBTB44,-,ENSG00000196323,88034,"Exon (uc001qga.3/29068, exon 5 of 8)",TxEx2,None,TRUE,chr11:130106794,chr9:30874437
cg05260361,-0.032214663,-0.032,IL20RB,+,ENSG00000174564,30619,Distal Intergenic,Quies1,None,TRUE,chr3:137068437,chr9:100094924
cg05265959,0.122952627,0.12,ARID4B,+,ENSG00000054267,161323,"Exon (uc021pks.1/51742, exon 17 of 24)",Tx7,None,TRUE,chr1:235377133,chr13:14262396
cg05278305,0.07962621,0.08,NR2C2,+,ENSG00000177463,101545,"Exon (uc003bzi.3/7182, exon 6 of 15)",TxEx2,None,TRUE,chr3:15062262,chr6:92104331
cg05319795,-0.125408705,-0.13,CALCOCO1,-,ENSG00000012822,16406,Distal Intergenic,BivProm1,PRC2,TRUE,chr12:54133502,chr15:102567790
cg05519561,0.044064597,0.044,SRSF2,+,ENSG00000161547,3217,Promoter (<=1kb),PromF4,None,FALSE,chr17:74733165,chr11:116714166
cg05540907,0.025548143,0.026,G3BP2,-,ENSG00000138757,30391,"Exon (uc003hir.3/9908, exon 2 of 12)",Tx4,None,TRUE,chr4:76587186,chr5:92502257
cg05573165,0.08702155,0.087,PARD3,-,ENSG00000148498,705766,"Exon (uc010qej.2/56288, exon 17 of 25)",TxWk1,None,TRUE,chr10:34626277,chr8:129933532
cg05613307,0.147402805,0.15,NA,+,NA,4443,Distal Intergenic,ReprPC1,PRC2,FALSE,chr4:1399123,chr5:33775677
cg05648843,0.008386851,0.0084,LUC7L,+,ENSG00000007392,40480,5' UTR,TxEx1,None,TRUE,chr16:270745,chr17:26394871
cg05793328,0.315644097,0.32,FAM222B,+,ENSG00000173065,56458,5' UTR,TxEnh4,None,TRUE,chr17:27086765,chr11:77967327
cg05797732,0.213747648,0.21,WAC,-,ENSG00000095787,90620,3' UTR,Tx6,None,TRUE,chr10:28908752,NA
cg05879189,0.175200907,0.18,NA,+,NA,4443,Distal Intergenic,ReprPC1,PRC2,FALSE,chr4:1399294,chr5:33775848
cg05940993,-0.066373245,-0.066,ZFHX4,-,ENSG00000091656,186007,Distal Intergenic,EnhA2,None,TRUE,chr8:77316970,chr3:4797710
cg06078629,-0.255365899,-0.26,TCF7L2,-,ENSG00000148737,217428,"Intron (uc001lac.4/6934, intron 4 of 13)",EnhA17,None,TRUE,chr10:114885620,chr19:55969143
cg06101599,0.100174291,0.1,MGAT4B,+,ENSG00000161013,9355,3' UTR,Tx5,None,TRUE,chr5:179224733,NA
cg06236900,-0.304203325,-0.3,RAB8A,-,ENSG00000167461,15311,Promoter (<=1kb),PromF4,None,FALSE,chr19:16222716,chr8:74685262
cg06330726,0.168299618,0.17,SF1,+,ENSG00000168066,4533,"Exon (uc010rnn.2/7536, exon 13 of 13)",TxEnh5,None,FALSE,chr11:64533672,chr19:6375612
cg06337174,0.012181509,0.012,STAG1,+,ENSG00000118007,415247,Promoter (<=1kb),PromF4,None,FALSE,chr3:136471171,chr9:100544080
cg06382378,0.006616382,0.0066,SRSF5,+,ENSG00000100650,45104,3' UTR,TxEx4,None,TRUE,chr14:70236436,chr12:82049325
cg06620993,0.027324403,0.027,SH3PXD2A,-,ENSG00000107957,104650,5' UTR,PromF2,None,FALSE,chr10:105420831,chr19:47388615
cg06624201,0.440184846,0.44,ARFIP2,-,ENSG00000132254,6797,3' UTR,TxEnh4,None,TRUE,chr11:6500428,chr7:112786781
cg06637963,0.283846161,0.28,ZEB1,+,ENSG00000148516,211319,Promoter (<=1kb),TSS2,PRC2,FALSE,chr10:31608188,chr18:5591932
cg06691214,-0.18432517,-0.18,CREB1,-,ENSG00000118260,75669,Promoter (<=1kb),PromF4,None,FALSE,chr2:208394839,chr1:64579575
cg06763662,0.024744882,0.025,PKN2,+,ENSG00000065243,152017,Distal Intergenic,BivProm4,None,TRUE,chr1:88928116,chr3:142764241
cg06773790,0.023435882,0.023,LINC00923,+,ENSG00000251209,131814,"Intron (uc002bug.1/91948, intron 2 of 2)",EnhWk4,None,TRUE,chr15:98292459,chr7:76128143
cg06937549,-0.09056767,-0.091,HNRNPH1,-,ENSG00000169045,10492,"Exon (uc021yjd.1/3187, exon 4 of 12)",TxEx4,None,TRUE,chr5:179046350,chr11:50195018
cg07081182,-0.058473005,-0.058,RPS6KC1,-,ENSG00000136643,222221,"Intron (uc001hkd.3/26750, intron 5 of 13)",TxWk1,None,TRUE,chr1:213332868,chr1:192677776
cg07105062,0.045270056,0.045,LINC01140,+,ENSG00000267272,176197,"Intron (uc001dme.2/339524, intron 7 of 7)",ReprPC4,None,TRUE,chr1:87619504,chr3:144042676
cg07119855,-0.267864716,-0.27,CNOT2,+,ENSG00000111596,112000,Promoter (<=1kb),PromF4,PRC2,FALSE,chr12:70637224,chr10:116018544
cg07169347,0.011936136,0.012,TPM3,-,ENSG00000143549,27946,"Exon (uc001fed.2/7170, exon 8 of 9)",TxEx1,None,TRUE,chr1:154141803,NA
cg07175149,-0.532967379,-0.53,CHST11,-,ENSG00000171310,305101,Promoter (<=1kb),PromF4,PRC2,FALSE,chr12:104851316,chr10:82448736
cg07233233,0.049667393,0.05,CHD5,-,ENSG00000116254,78348,"Exon (uc001amb.2/26038, exon 40 of 42)",ReprPC6,None,TRUE,chr1:6166504,chr4:151759897
cg07248946,0.094284517,0.094,KCNJ4,-,ENSG00000168135,17701,"Exon (uc003avs.1/3761, exon 2 of 2)",TxWk2,None,FALSE,chr22:38823419,chr15:79315492
cg07349086,-0.01404393,-0.014,PPP1R12A,-,ENSG00000058272,140349,"Exon (uc010suc.2/4659, exon 14 of 25)",TxEnh4,None,TRUE,chr12:80199537,chr10:107690391
cg07417146,0.027130907,0.027,SYNGAP1,+,ENSG00000197283,19040,"Exon (uc003oeo.2/8831, exon 5 of 10)",EnhA19,None,TRUE,chr6:33400528,chr17:27090041
cg07456914,-0.051829487,-0.052,LCOR,+,ENSG00000196233,150610,5' UTR,PromF4,None,FALSE,chr10:98593181,chr19:41558035
cg07516103,0.011002441,0.011,VRK2,+,ENSG00000028116,252270,Distal Intergenic,Quies2,None,TRUE,chr2:57975819,chr11:26872782
cg07521727,0.03230268,0.032,CAMTA1,+,ENSG00000171735,984383,3' UTR,ReprPC4,None,TRUE,chr1:7829318,chr4:150434082
cg07639265,0.001826883,0.0018,RBM10,+,ENSG00000182872,41598,"Exon (uc004dhf.3/8241, exon 10 of 24)",TxEnh5,None,TRUE,chr23:47039290,NA
cg07661910,0.132048476,0.13,BDNF,+,ENSG00000176697,67164,Promoter (<=1kb),ReprPC1,PRC2,TRUE,chr11:27743082,chr2:109515373
cg07693037,-0.067986423,-0.068,GATA2,-,ENSG00000179348,13766,Promoter (4-5kb),TSS2,None,FALSE,chr3:128216748,chr6:88139725
cg07763739,-0.010308121,-0.01,SOX7,-,ENSG00000171056,116022,"Intron (uc011kwz.2/83595, intron 5 of 5)",TxWk1,None,TRUE,chr8:10666534,chr14:64502807
cg07824232,1.75E-05,1.70E-05,RASSF4,+,ENSG00000107551,34954,"Exon (uc001jbo.3/83937, exon 10 of 11)",Tx8,None,TRUE,chr10:45487355,NA
cg07851137,-0.047315063,-0.047,CALCOCO1,-,ENSG00000012822,16406,Distal Intergenic,BivProm3,PRC2,TRUE,chr12:54133680,chr15:102567968
cg07991667,0.003811793,0.0038,USP35,+,ENSG00000118369,21933,5' UTR,TxEnh5,None,FALSE,chr11:77907901,chr7:104473864
cg08021572,-0.040559159,-0.041,GRIA3,+,ENSG00000125675,306671,"Exon (uc004etr.4/2892, exon 14 of 16)",ReprPC8,None,TRUE,chr23:122599687,chr20:39008149
cg08074329,-0.080336578,-0.08,IGF2BP3,+,ENSG00000136231,57132,Promoter (<=1kb),PromF5,None,TRUE,chr7:23510274,chr6:49164966
cg08165785,-0.056738258,-0.057,ZFHX3,+,ENSG00000140836,265489,"Intron (uc002fck.3/463, intron 3 of 9)",Tx2,None,TRUE,chr16:72935910,chr8:111370684
cg08195405,0.000521337,0.00052,POLL,-,ENSG00000166169,4312,"Intron (uc010qpz.2/uc010qpz.2, intron 1 of 3)",EnhWk4,None,TRUE,chr10:103334202,chr19:45623890
cg08302835,-0.010131751,-0.01,MGMT,-,ENSG00000170430,300330,Distal Intergenic,Quies1,None,TRUE,chr10:130600303,chr7:143493765
cg08352048,0.154316051,0.15,NONO,+,ENSG00000147140,17977,"Exon (uc004dzn.3/4841, exon 9 of 12)",TxEx2,None,TRUE,chr23:70517750,chr20:98640091
cg08354308,-0.746131568,-0.75,SRF,+,ENSG00000112658,10325,Promoter (<=1kb),PromF4,None,FALSE,chr6:43139860,chr17:46692323
cg08500171,0.023436886,0.023,PRRC2A,-,ENSG00000204469,14600,"Exon (uc011dnv.1/7916, exon 2 of 14)",TxEx4,None,TRUE,chr6:31590674,chr17:35299820
cg08664578,-0.043311624,-0.043,CPEB2,+,ENSG00000137449,67480,"Exon (uc003gni.2/132864, exon 11 of 11)",TxEnh4,None,TRUE,chr4:15067924,chr5:43677105
cg08668121,-0.052098036,-0.052,PEX14,+,ENSG00000142655,155813,"Intron (uc009vmu.1/5195, intron 3 of 4)",EnhWk8,None,TRUE,chr1:10654101,chr4:148362919
cg08720341,0.159472846,0.16,CHN1,-,ENSG00000128656,206066,"Exon (uc002uji.3/1123, exon 6 of 13)",Acet6,None,TRUE,chr2:175742819,chr2:73517923
cg08757011,-0.025828646,-0.026,LINC01019,+,ENSG00000248118,118943,"Intron (uc003jdd.3/285577, intron 2 of 4)",Quies2,None,TRUE,chr5:3428244,chr13:72235247
cg08866491,0.29306836,0.29,SFRP1,+,ENSG00000104332,47515,Promoter (<=1kb),BivProm1,PRC2,FALSE,chr8:41166426,chr8:24522508
cg08880986,0.056169841,0.056,RSRC1,-,ENSG00000174891,434784,"Intron (uc011bou.2/51319, intron 3 of 6)",Tx2,None,TRUE,chr3:157883346,chr3:66840951
cg08917841,0.073998249,0.074,OLIG1,-,ENSG00000184221,2279,Distal Intergenic,BivProm3,None,TRUE,chr21:34485747,chr16:91301962
cg08935648,0.115637937,0.12,MIR3659,-,ENSG00000265596,99,Distal Intergenic,EnhA2,None,TRUE,chr1:38580269,chr4:124272247
cg08958348,-0.12110891,-0.12,LINC01281,+,ENSG00000235304,22407,Distal Intergenic,ReprPC8,None,TRUE,chr23:39445911,chr20:11138456
cg09005051,-0.078998108,-0.079,MIR4475,+,ENSG00000266255,61,Distal Intergenic,ReprPC6,None,TRUE,chr9:36714133,chr4:44405729
cg09009057,-0.021401237,-0.021,PBX1,-,ENSG00000185630,292464,Distal Intergenic,BivProm4,PRC2,TRUE,chr1:164290155,chr1:170607139
cg09070708,-0.001436785,-0.0014,ZNF536,+,ENSG00000198597,185638,Distal Intergenic,EnhA17,None,TRUE,chr19:30767983,chr7:38508559
cg09228482,0.011007395,0.011,AP3B1,+,ENSG00000132842,292430,"Intron (uc003kfj.4/8546, intron 20 of 26)",EnhWk4,None,TRUE,chr5:77399221,chr13:95260801
cg09408655,0.000682996,0.00068,BSX,+,ENSG00000188909,4023,Distal Intergenic,BivProm3,None,TRUE,chr11:122870164,chr9:40666893
cg09453226,0.066508499,0.067,WDR59,+,ENSG00000103091,30774,"Intron (uc002fdf.1/79726, intron 1 of 8)",Tx5,None,TRUE,chr16:74933627,chr8:113996561
cg09462569,-0.010437361,-0.01,LMO1,-,ENSG00000166407,44332,Distal Intergenic,ReprPC4,None,TRUE,chr11:8360926,chr7:116384742
cg09571697,0.023416263,0.023,LRBA,+,ENSG00000198589,317064,"Intron (uc003ils.4/987, intron 1 of 17)",EnhA10,None,TRUE,chr4:151494375,chr3:86360815
cg09665999,0.060711244,0.061,MIR1253,-,ENSG00000221200,105,Distal Intergenic,ReprPC5,None,TRUE,chr17:2638354,chr11:74443568
cg09711459,-0.024600983,-0.025,ATG4C,-,ENSG00000125703,81165,Distal Intergenic,EnhA18,None,TRUE,chr1:63419288,chr4:99000230
cg09881550,0.261110979,0.26,PRDM13,+,ENSG00000112238,8805,Promoter (<=1kb),ReprPC1,PRC2,TRUE,chr6:100054229,chr4:21613486
cg09886289,0.124294739,0.12,SLC35E3,+,ENSG00000175782,19918,"Exon (uc001suh.3/55508, exon 2 of 5)",PromF7,None,TRUE,chr12:69141748,NA
cg09938207,-0.155618184,-0.16,CTTNBP2NL,-,ENSG00000143079,64987,Distal Intergenic,ReprPC4,None,TRUE,chr1:112898590,chr3:104897961
cg09985753,0.019404171,0.019,TMCO5A,+,ENSG00000166069,33099,Distal Intergenic,Acet5,None,TRUE,chr15:38196732,chr2:116676167
cg10129665,-0.009412791,-0.0094,CALCOCO1,+,ENSG00000012822,13496,Distal Intergenic,BivProm3,PRC2,TRUE,chr12:54133618,chr15:102567906
cg10243630,-0.019944583,-0.02,ESRRG,+,ENSG00000196482,634510,"Intron (uc001hkw.2/2104, intron 5 of 6)",EnhA6,None,TRUE,chr1:216705679,chr1:190010743
cg10294147,-0.04551238,-0.046,SLF2,+,ENSG00000119906,1318,Distal Intergenic,ReprPC4,None,TRUE,chr10:102596379,chr19:44924164
cg10444422,0.086850615,0.087,AZIN1,-,ENSG00000155096,37862,Promoter (<=1kb),PromF4,None,FALSE,chr8:103876157,chr15:38448786
cg10553388,0.035540404,0.036,RBFOX2,-,ENSG00000100320,21297,3' UTR,TxEnh5,None,TRUE,chr22:36140245,chr15:76914585
cg10622458,-0.316508376,-0.32,CDC27,-,ENSG00000004897,71355,"Exon (uc002ild.4/996, exon 5 of 19)",GapArtf3,None,TRUE,chr17:45235658,chr11:104390741
cg10816626,0.000125848,0.00013,CASZ1,-,ENSG00000130940,160068,"Intron (uc001aro.4/54897, intron 11 of 20)",BivProm3,None,TRUE,chr1:10711457,chr4:148315038
cg10857737,0.011442526,0.011,ARHGAP35,+,ENSG00000160007,86401,Promoter (<=1kb),TxEx1,None,TRUE,chr19:47421931,NA
cg10927578,0.010120857,0.01,MAGI1,+,ENSG00000151276,684604,"Exon (uc003dmm.3/9223, exon 14 of 25)",TxEnh5,None,TRUE,chr3:65376816,chr6:93657997
cg10930156,-0.517692514,-0.52,TBX2,-,ENSG00000121068,9571,Promoter (<=1kb),BivProm1,PRC2,FALSE,chr17:59477146,chr11:85646212
cg10954251,0.126371962,0.13,TBR1,+,ENSG00000136535,8954,Promoter (<=1kb),BivProm2,PRC2,TRUE,chr2:162272400,NA
cg11023891,-0.000399545,-4.00E-04,PPIP5K2,-,ENSG00000145725,83267,"Exon (uc003kod.5/23262, exon 28 of 31)",Tx6,None,TRUE,chr5:102523062,chr1:99613133
cg11133252,1.84E-05,1.80E-05,OGFRP1,+,NA,5110,Distal Intergenic,EnhWk2,None,FALSE,chr22:42685902,chr15:82747930
cg11141605,0.027504779,0.028,CELF4,-,ENSG00000101489,322993,"Exon (uc002lae.2/56853, exon 11 of 13)",ReprPC5,None,TRUE,chr18:34839110,chr18:25649608
cg11146060,0.090005164,0.09,NCR2,+,ENSG00000096264,15098,Distal Intergenic,ReprPC1,None,TRUE,chr6:41384058,chr17:48192149
cg11203083,0.018863831,0.019,CADM1,-,ENSG00000182985,335291,"Intron (uc001ppf.4/23705, intron 1 of 8)",Tx2,None,TRUE,chr11:115337073,chr9:47376228
cg11212450,0.023724529,0.024,PARD3,+,ENSG00000148498,705766,"Exon (uc010qej.2/56288, exon 17 of 25)",TxWk1,None,TRUE,chr10:34626239,chr8:129933570
cg11215720,-0.082382977,-0.082,YPEL5,-,ENSG00000119801,13650,"Exon (uc002rmz.4/51646, exon 3 of 3)",TxEx2,None,TRUE,chr2:30381536,chr17:73197971
cg11319388,-0.012739285,-0.013,MIR4318,-,ENSG00000266530,81,Distal Intergenic,Quies1,None,TRUE,chr18:36010549,chr18:26872371
cg11413152,-0.014329768,-0.014,ERI3,+,ENSG00000117419,134198,"Intron (uc010okv.2/79033, intron 6 of 6)",TxEx3,None,TRUE,chr1:44687590,chr4:117346131
cg11422963,-0.000884782,-0.00088,RPL23P8,-,ENSG00000219451,523,Distal Intergenic,Quies2,None,TRUE,chr7:20901254,chr12:120025710
cg11495387,-0.128717147,-0.13,PHACTR2,+,ENSG00000112419,223006,"Intron (uc003qjq.4/9749, intron 1 of 12)",TSS1,None,TRUE,chr6:143999058,NA
